VARIABLE,VARIABLE_NAME,SERIES_ID,MEASURE,UNIT,FREQUENCY,MEASUREMENT_TYPE,SOURCE,GEO_NAME,COUNTERPARTY_GEO_NAME
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.GBP.A.5J.A.5A.H.MG.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Madagascar, Households and NPISHs (Break in stocks, All instruments in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Madagascar
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.GBP.A.5J.A.5A.K.RO.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Romania, Unallocated non-financial sectors (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Romania
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.I.TO1.A.5J.A.5A.K.BZ.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Belize, Unallocated non-financial sectors (FX and break adjusted change (BIS calculated), Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Belize
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.UN9.A.5J.A.5A.N.GN.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Guinea, Non-banks, total (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Guinea
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4N.Q.C.A.A.TO1.A.GY","All including 4C banks, excl. domestic positions (=4O + 4C) from All reporting countries - Consolidated Total claims in All currencies with residents of Guyana (Net risk transfers (Inward-Outward)), All sectors (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,Other data collection period,,All reporting countries,Guyana
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.A.CA.N.SN.N","Canada - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Senegal, Non-banks, total (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Canada,Senegal
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.UN9.A.5J.A.5A.H.MT.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Malta, Households and NPISHs (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Malta
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.TO1.A.5J.A.ZA.A.UG.N","South Africa - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Uganda, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,South Africa,Uganda
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.A.5J.A.JE.N.NA.N","Jersey - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Namibia, Non-banks, total (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Jersey,Namibia
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO1.A.5J.A.TW.A.LC.N","Taiwan - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Saint Lucia, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Taiwan,Saint Lucia
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO1.A.5J.A.KR.A.TT.N","South Korea - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Trinidad and Tobago, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,South Korea,Trinidad and Tobago
"BIS,WS_CBS_PUB,1.0,Q.S.KR.4O.O.C.A.A.TO1.A.5C","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from South Korea - Consolidated Total claims in All currencies with residents of Euro area (Outward risk transfers), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,South Korea,Euro area
"BIS,WS_CBS_PUB,1.0,Q.S.SG.4R.Q.C.A.A.TO1.A.TV","Domestic banks(4B), excl. domestic positions from Singapore - Consolidated Total claims in All currencies with residents of Tuvalu (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Singapore,Tuvalu
"BIS,WS_CBS_PUB,1.0,Q.S.CH.4B.Q.C.A.A.TO1.A.TH","Domestic banks from Switzerland - Consolidated Total claims in All currencies with residents of Thailand (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Switzerland,Thailand
"BIS,WS_CBS_PUB,1.0,Q.S.AU.4B.U.W.A.A.TO1.A.FR","Domestic banks from Australia - Consolidated Guarantees extended in All currencies with residents of France (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Guarantees extended,USD,Quarterly,End of period,,Australia,France
"BIS,WS_CBS_PUB,1.0,Q.S.BE.4R.F.I.A.U.TO1.A.GH","Domestic banks(4B), excl. domestic positions from Belgium - Consolidated International claims in All currencies with residents of Ghana (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Belgium,Ghana
"BIS,WS_CBS_PUB,1.0,Q.S.TW.4R.F.I.A.U.TO1.A.BB","Domestic banks(4B), excl. domestic positions from Taiwan - Consolidated International claims in All currencies with residents of Barbados (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Taiwan,Barbados
"BIS,WS_CBS_PUB,1.0,Q.S.PT.4B.F.I.A.U.TO1.A.BD","Domestic banks from Portugal - Consolidated International claims in All currencies with residents of Bangladesh (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Portugal,Bangladesh
"BIS,WS_CBS_PUB,1.0,Q.S.AT.4B.F.I.A.U.TO1.A.DO","Domestic banks from Austria - Consolidated International claims in All currencies with residents of Dominican Republic (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Austria,Dominican Republic
"BIS,WS_CBS_PUB,1.0,Q.S.TR.4R.U.C.A.A.TO1.R.MX","Domestic banks(4B), excl. domestic positions from Turkey - Consolidated Total claims in All currencies with residents of Mexico (Guarantor basis), Non-bank private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Turkey,Mexico
"BIS,WS_CBS_PUB,1.0,Q.S.FR.4B.F.I.A.U.TO1.A.MY","Domestic banks from France - Consolidated International claims in All currencies with residents of Malaysia (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,France,Malaysia
"BIS,WS_CBS_PUB,1.0,Q.S.IT.4R.U.C.A.A.TO1.R.PE","Domestic banks(4B), excl. domestic positions from Italy - Consolidated Total claims in All currencies with residents of Peru (Guarantor basis), Non-bank private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Italy,Peru
"BIS,WS_CBS_PUB,1.0,Q.S.JP.4R.F.B.A.A.LC1.A.IT","Domestic banks(4B), excl. domestic positions from Japan - Consolidated Local claims in Local currency with residents of Italy (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Local claims,USD,Quarterly,End of period,,Japan,Italy
"BIS,WS_CBS_PUB,1.0,Q.S.GR.4O.F.I.A.A.TO1.A.SX","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Greece - Consolidated International claims in All currencies with residents of Sint Maarten (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Greece,Sint Maarten
"BIS,WS_CBS_PUB,1.0,Q.S.AT.4R.U.C.A.A.TO1.A.JO","Domestic banks(4B), excl. domestic positions from Austria - Consolidated Total claims in All currencies with residents of Jordan (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Austria,Jordan
"BIS,WS_CBS_PUB,1.0,Q.S.NL.4B.F.I.A.A.TO1.A.GT","Domestic banks from Netherlands - Consolidated International claims in All currencies with residents of Guatemala (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Netherlands,Guatemala
"BIS,WS_CBS_PUB,1.0,Q.S.GB.4O.F.C.A.A.TO1.A.BQ","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from United Kingdom - Consolidated Total claims in All currencies with residents of Bonaire, Sint Eustatius and Saba (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,United Kingdom,"Bonaire, Sint Eustatius and Saba"
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4B.F.I.A.A.TO1.A.SU","Domestic banks from All reporting countries - Consolidated International claims in All currencies with residents of USSR (Soviet Union) (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,All reporting countries,USSR (Soviet Union)
"BIS,WS_CBS_PUB,1.0,Q.S.IT.4O.F.I.A.A.TO1.B.3P","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Italy - Consolidated International claims in All currencies with residents of All countries excluding residents (Immediate counterparty basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Italy,All countries excluding residents
"BIS,WS_CBS_PUB,1.0,Q.S.CA.4B.U.C.A.A.TO1.A.MN","Domestic banks from Canada - Consolidated Total claims in All currencies with residents of Mongolia (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Canada,Mongolia
"BIS,WS_CBS_PUB,1.0,Q.S.PT.4B.Q.C.A.A.TO1.A.NC","Domestic banks from Portugal - Consolidated Total claims in All currencies with residents of New Caledonia (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Portugal,New Caledonia
"BIS,WS_CBS_PUB,1.0,Q.S.IN.4B.F.C.A.A.TO1.A.IQ","Domestic banks from India - Consolidated Total claims in All currencies with residents of Iraq (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,India,Iraq
"BIS,WS_CBS_PUB,1.0,Q.S.AT.4O.O.C.A.A.TO1.A.KG","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Austria - Consolidated Total claims in All currencies with residents of Kyrgyzstan (Outward risk transfers), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Austria,Kyrgyzstan
"BIS,WS_CBS_PUB,1.0,Q.S.GB.4O.F.B.A.A.LC1.A.PT","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from United Kingdom - Consolidated Local claims in Local currency with residents of Portugal (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Local claims,USD,Quarterly,End of period,,United Kingdom,Portugal
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4R.U.C.A.A.TO1.R.5J","Domestic banks(4B), excl. domestic positions from All reporting countries - Consolidated Total claims in All currencies with residents of All countries (total) (Guarantor basis), Non-bank private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,All reporting countries,All countries (total)
"BIS,WS_CBS_PUB,1.0,Q.S.GR.4B.F.I.A.A.TO1.A.ZM","Domestic banks from Greece - Consolidated International claims in All currencies with residents of Zambia (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Greece,Zambia
"BIS,WS_CBS_PUB,1.0,Q.S.BE.4R.Q.C.A.A.TO1.A.RO","Domestic banks(4B), excl. domestic positions from Belgium - Consolidated Total claims in All currencies with residents of Romania (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Belgium,Romania
"BIS,WS_CBS_PUB,1.0,Q.S.PT.4R.F.I.A.U.TO1.A.BO","Domestic banks(4B), excl. domestic positions from Portugal - Consolidated International claims in All currencies with residents of Bolivia (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Portugal,Bolivia
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4B.U.C.A.A.TO1.R.WS","Domestic banks from All reporting countries - Consolidated Total claims in All currencies with residents of Samoa (Guarantor basis), Non-bank private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,All reporting countries,Samoa
