Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2023     Mazda     CX-50.,11.0,4.1,3.6,4.0,4.2,4.1,4.5,4.4,2023,Mazda,CX-50.
2023     Mazda     Mazda3.,,,,,,,,,2023,Mazda,Mazda3.
2023     Mazda     MX-5 Miata RF.,,,,,,,,,2023,Mazda,MX-5 Miata RF.
2022     Mazda     CX-5.,14.0,4.5,4.6,4.5,4.3,4.5,4.6,4.6,2022,Mazda,CX-5.
2022     Mazda     Mazda3.,2.0,4.8,4.0,5.0,5.0,4.5,4.5,5.0,2022,Mazda,Mazda3.
2022     Mazda     MX-5 Miata RF.,3.0,4.9,4.7,4.7,5.0,4.7,5.0,5.0,2022,Mazda,MX-5 Miata RF.
2022     Mazda     CX-30.,6.0,4.7,4.7,4.7,4.8,4.7,4.8,4.8,2022,Mazda,CX-30.
2022     Mazda     CX-9.,3.0,4.2,4.3,4.3,4.3,4.0,4.7,4.0,2022,Mazda,CX-9.
2022     Mazda     MX-5 Miata.,2.0,4.9,4.5,5.0,5.0,4.5,5.0,5.0,2022,Mazda,MX-5 Miata.
2022     Mazda     MX-30.,1.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,2022,Mazda,MX-30.
2021     Mazda     MX-5 Miata RF.,2.0,4.6,4.0,4.5,5.0,4.5,5.0,4.5,2021,Mazda,MX-5 Miata RF.
2021     Mazda     CX-9.,18.0,4.8,4.8,4.8,4.8,4.7,4.9,4.9,2021,Mazda,CX-9.
2021     Mazda     Mazda3.,18.0,4.9,4.8,4.8,4.9,4.9,4.9,4.8,2021,Mazda,Mazda3.
2021     Mazda     CX-3.,2.0,4.8,4.5,4.5,5.0,5.0,5.0,5.0,2021,Mazda,CX-3.
2021     Mazda     CX-30.,32.0,4.9,4.9,4.9,4.7,4.8,4.9,4.9,2021,Mazda,CX-30.
2021     Mazda     MX-5 Miata.,4.0,4.4,3.5,3.8,4.2,5.0,5.0,5.0,2021,Mazda,MX-5 Miata.
2021     Mazda     CX-5.,88.0,4.8,4.7,4.7,4.8,4.7,4.8,4.8,2021,Mazda,CX-5.
2021     Mazda     Mazda6.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,Mazda,Mazda6.
2020     Mazda     CX-5.,140.0,4.9,4.9,4.9,4.8,4.8,4.9,4.9,2020,Mazda,CX-5.
2020     Mazda     CX-9.,32.0,4.8,4.8,4.8,4.7,4.7,4.9,4.9,2020,Mazda,CX-9.
2020     Mazda     Mazda6.,23.0,4.9,4.9,4.9,4.9,4.9,5.0,4.9,2020,Mazda,Mazda6.
2020     Mazda     Mazda3.,29.0,4.6,4.6,4.8,4.3,4.4,4.7,4.5,2020,Mazda,Mazda3.
2020     Mazda     CX-30.,44.0,4.9,4.9,4.8,4.8,4.9,4.9,5.0,2020,Mazda,CX-30.
2020     Mazda     MX-5 Miata RF.,15.0,4.9,4.5,4.9,4.9,4.9,4.9,5.0,2020,Mazda,MX-5 Miata RF.
2020     Mazda     MX-5 Miata.,8.0,4.8,4.4,4.6,5.0,4.9,4.9,5.0,2020,Mazda,MX-5 Miata.
2020     Mazda     CX-3.,12.0,4.8,4.8,4.6,4.8,4.8,4.9,4.8,2020,Mazda,CX-3.
2019     Mazda     CX-9.,54.0,5.0,5.0,4.9,4.9,5.0,5.0,4.9,2019,Mazda,CX-9.
2019     Mazda     CX-5.,231.0,4.8,4.8,4.8,4.8,4.8,4.9,4.8,2019,Mazda,CX-5.
2019     Mazda     Mazda3.,37.0,4.8,4.8,4.8,4.8,4.8,4.9,4.7,2019,Mazda,Mazda3.
2019     Mazda     Mazda6.,22.0,4.9,4.9,4.9,4.8,4.9,5.0,4.9,2019,Mazda,Mazda6.
2019     Mazda     CX-3.,55.0,4.7,4.6,4.6,4.7,4.6,4.8,4.8,2019,Mazda,CX-3.
2019     Mazda     MX-5 Miata RF.,16.0,4.9,4.8,4.7,5.0,4.9,5.0,4.9,2019,Mazda,MX-5 Miata RF.
2019     Mazda     MX-5 Miata.,5.0,4.7,4.2,4.6,5.0,4.6,5.0,5.0,2019,Mazda,MX-5 Miata.
2018     Mazda     CX-5.,270.0,4.8,4.8,4.8,4.7,4.8,4.8,4.8,2018,Mazda,CX-5.
2018     Mazda     CX-9.,68.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,2018,Mazda,CX-9.
2018     Mazda     MX-5 Miata.,12.0,4.8,4.7,4.8,4.8,4.9,4.8,4.8,2018,Mazda,MX-5 Miata.
2018     Mazda     Mazda3.,206.0,4.8,4.8,4.8,4.8,4.8,4.8,4.9,2018,Mazda,Mazda3.
2018     Mazda     Mazda6.,68.0,4.8,4.9,4.9,4.8,4.8,4.9,4.8,2018,Mazda,Mazda6.
2018     Mazda     CX-3.,35.0,4.4,4.2,4.3,4.4,4.1,4.7,4.5,2018,Mazda,CX-3.
2018     Mazda     MX-5 Miata RF.,9.0,4.6,3.9,4.8,4.7,4.1,4.9,5.0,2018,Mazda,MX-5 Miata RF.
2017     Mazda     CX-5.,262.0,4.8,4.8,4.8,4.7,4.8,4.8,4.8,2017,Mazda,CX-5.
2017     Mazda     Mazda6.,94.0,4.7,4.7,4.7,4.6,4.7,4.9,4.9,2017,Mazda,Mazda6.
2017     Mazda     Mazda3.,163.0,4.7,4.7,4.7,4.6,4.7,4.7,4.7,2017,Mazda,Mazda3.
2017     Mazda     MX-5 Miata RF.,36.0,4.7,4.3,4.6,4.8,4.8,4.9,4.9,2017,Mazda,MX-5 Miata RF.
2017     Mazda     MX-5 Miata.,20.0,4.7,4.3,4.6,4.6,4.6,4.9,4.7,2017,Mazda,MX-5 Miata.
2017     Mazda     CX-3.,48.0,4.7,4.5,4.4,4.7,4.6,4.8,4.9,2017,Mazda,CX-3.
2017     Mazda     CX-9.,52.0,4.7,4.7,4.8,4.7,4.5,4.8,4.6,2017,Mazda,CX-9.
2016     Mazda     MX-5 Miata.,64.0,4.6,4.2,4.4,4.6,4.7,5.0,4.9,2016,Mazda,MX-5 Miata.
2016     Mazda     CX-5.,308.0,4.7,4.6,4.6,4.7,4.7,4.8,4.7,2016,Mazda,CX-5.
2016     Mazda     CX-3.,56.0,4.4,4.3,4.1,4.4,4.3,4.8,4.6,2016,Mazda,CX-3.
2016     Mazda     Mazda6.,111.0,4.7,4.5,4.7,4.5,4.7,4.9,4.7,2016,Mazda,Mazda6.
2016     Mazda     Mazda3.,119.0,4.7,4.5,4.6,4.6,4.7,4.8,4.8,2016,Mazda,Mazda3.
2016     Mazda     CX-9.,45.0,4.7,4.7,4.8,4.7,4.6,4.8,4.7,2016,Mazda,CX-9.
2015     Mazda     Mazda6.,114.0,4.7,4.6,4.6,4.5,4.6,4.9,4.7,2015,Mazda,Mazda6.
2015     Mazda     Mazda3.,135.0,4.7,4.5,4.6,4.5,4.7,4.8,4.7,2015,Mazda,Mazda3.
2015     Mazda     CX-5.,146.0,4.6,4.5,4.5,4.5,4.6,4.8,4.6,2015,Mazda,CX-5.
2015     Mazda     Mazda5.,18.0,4.5,4.5,4.2,4.4,4.6,4.6,4.7,2015,Mazda,Mazda5.
2015     Mazda     MX-5 Miata.,16.0,4.6,4.6,4.6,4.4,4.6,4.9,4.5,2015,Mazda,MX-5 Miata.
2015     Mazda     CX-9.,28.0,4.7,4.8,4.6,4.8,4.7,4.8,4.8,2015,Mazda,CX-9.
2014     Mazda     CX-5.,205.0,4.5,4.5,4.3,4.4,4.4,4.7,4.5,2014,Mazda,CX-5.
2014     Mazda     Mazda3.,134.0,4.6,4.5,4.6,4.5,4.7,4.8,4.6,2014,Mazda,Mazda3.
2014     Mazda     Mazda5.,19.0,4.5,4.2,4.4,4.4,4.5,4.5,4.6,2014,Mazda,Mazda5.
2014     Mazda     MX-5 Miata.,10.0,4.8,4.5,4.5,4.6,4.9,4.9,5.0,2014,Mazda,MX-5 Miata.
2014     Mazda     CX-9.,35.0,4.7,4.7,4.6,4.7,4.8,4.8,4.7,2014,Mazda,CX-9.
2014     Mazda     Mazda6.,115.0,4.7,4.6,4.5,4.5,4.7,4.9,4.7,2014,Mazda,Mazda6.
2014     Mazda     Mazda2.,28.0,4.4,4.2,4.1,4.4,4.5,4.3,4.6,2014,Mazda,Mazda2.
2013     Mazda     Mazda3.,82.0,4.7,4.5,4.6,4.7,4.8,4.7,4.8,2013,Mazda,Mazda3.
2013     Mazda     Mazda5.,14.0,4.2,4.1,3.8,4.1,4.2,4.3,4.4,2013,Mazda,Mazda5.
2013     Mazda     CX-5.,108.0,4.6,4.6,4.5,4.2,4.6,4.8,4.7,2013,Mazda,CX-5.
2013     Mazda     MX-5 Miata.,23.0,4.9,4.4,4.6,4.9,5.0,5.0,5.0,2013,Mazda,MX-5 Miata.
2013     Mazda     CX-9.,42.0,4.5,4.6,4.5,4.5,4.5,4.7,4.5,2013,Mazda,CX-9.
2013     Mazda     Mazda6.,16.0,4.6,4.7,4.4,4.5,4.7,4.6,4.7,2013,Mazda,Mazda6.
2013     Mazda     MazdaSpeed3.,31.0,4.6,4.3,4.5,4.8,4.7,4.6,4.8,2013,Mazda,MazdaSpeed3.
2013     Mazda     Mazda2.,22.0,4.4,4.1,4.1,4.2,4.8,4.5,4.6,2013,Mazda,Mazda2.
2012     Mazda     Mazda5.,52.0,4.5,4.2,4.3,4.4,4.7,4.6,4.7,2012,Mazda,Mazda5.
2012     Mazda     MX-5 Miata.,25.0,4.7,4.2,4.4,4.9,4.8,4.9,5.0,2012,Mazda,MX-5 Miata.
2012     Mazda     CX-9.,48.0,4.5,4.6,4.6,4.5,4.4,4.7,4.4,2012,Mazda,CX-9.
2012     Mazda     Mazda3.,120.0,4.5,4.3,4.3,4.4,4.6,4.5,4.7,2012,Mazda,Mazda3.
2012     Mazda     Mazda6.,48.0,4.6,4.6,4.5,4.7,4.5,4.6,4.7,2012,Mazda,Mazda6.
2012     Mazda     MazdaSpeed3.,23.0,4.5,4.0,4.1,4.8,4.9,4.4,4.7,2012,Mazda,MazdaSpeed3.
2012     Mazda     Mazda2.,22.0,4.5,4.2,4.4,4.5,4.7,4.7,4.5,2012,Mazda,Mazda2.
2023     Mercedes-Benz     AMG GLE 63.,,,,,,,,,2023,Mercedes-Benz,AMG GLE 63.
2023     Mercedes-Benz     C-Class.,2.0,4.8,5.0,5.0,5.0,4.5,4.5,5.0,2023,Mercedes-Benz,C-Class.
2023     Mercedes-Benz     GLE 350.,,,,,,,,,2023,Mercedes-Benz,GLE 350.
2023     Mercedes-Benz     AMG C 43.,,,,,,,,,2023,Mercedes-Benz,AMG C 43.
2023     Mercedes-Benz     AMG GLE 53.,,,,,,,,,2023,Mercedes-Benz,AMG GLE 53.
2023     Mercedes-Benz     CLA 250.,,,,,,,,,2023,Mercedes-Benz,CLA 250.
2023     Mercedes-Benz     S-Class.,1.0,4.7,5.0,5.0,5.0,4.0,4.0,5.0,2023,Mercedes-Benz,S-Class.
2023     Mercedes-Benz     Maybach GLS 600.,,,,,,,,,2023,Mercedes-Benz,Maybach GLS 600.
2023     Mercedes-Benz     E-Class.,,,,,,,,,2023,Mercedes-Benz,E-Class.
2023     Mercedes-Benz     GLE 450.,,,,,,,,,2023,Mercedes-Benz,GLE 450.
2023     Mercedes-Benz     Sprinter 2500.,,,,,,,,,2023,Mercedes-Benz,Sprinter 2500.
2023     Mercedes-Benz     GLA 250.,,,,,,,,,2023,Mercedes-Benz,GLA 250.
2023     Mercedes-Benz     AMG CLA 45.,,,,,,,,,2023,Mercedes-Benz,AMG CLA 45.
2023     Mercedes-Benz     AMG E 53.,,,,,,,,,2023,Mercedes-Benz,AMG E 53.
2023     Mercedes-Benz     GLB 250.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023,Mercedes-Benz,GLB 250.
2023     Mercedes-Benz     CLS 450.,,,,,,,,,2023,Mercedes-Benz,CLS 450.
2023     Mercedes-Benz     GLS 450.,,,,,,,,,2023,Mercedes-Benz,GLS 450.
2023     Mercedes-Benz     EQS 450+.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023,Mercedes-Benz,EQS 450+.
2023     Mercedes-Benz     AMG CLA 35.,,,,,,,,,2023,Mercedes-Benz,AMG CLA 35.
2023     Mercedes-Benz     AMG GT 63.,,,,,,,,,2023,Mercedes-Benz,AMG GT 63.
2023     Mercedes-Benz     GLC 300.,,,,,,,,,2023,Mercedes-Benz,GLC 300.
2023     Mercedes-Benz     AMG GLC 43.,,,,,,,,,2023,Mercedes-Benz,AMG GLC 43.
2023     Mercedes-Benz     AMG GT 53.,,,,,,,,,2023,Mercedes-Benz,AMG GT 53.
2023     Mercedes-Benz     AMG GT 43.,,,,,,,,,2023,Mercedes-Benz,AMG GT 43.
2023     Mercedes-Benz     GLE 580.,,,,,,,,,2023,Mercedes-Benz,GLE 580.
2023     Mercedes-Benz     G-Class.,,,,,,,,,2023,Mercedes-Benz,G-Class.
2023     Mercedes-Benz     AMG GLA 45.,,,,,,,,,2023,Mercedes-Benz,AMG GLA 45.
2023     Mercedes-Benz     Maybach S 680.,,,,,,,,,2023,Mercedes-Benz,Maybach S 680.
2023     Mercedes-Benz     AMG GLA 35.,,,,,,,,,2023,Mercedes-Benz,AMG GLA 35.
2023     Mercedes-Benz     EQB 350.,,,,,,,,,2023,Mercedes-Benz,EQB 350.
2023     Mercedes-Benz     Sprinter 1500.,,,,,,,,,2023,Mercedes-Benz,Sprinter 1500.
2023     Mercedes-Benz     Metris.,,,,,,,,,2023,Mercedes-Benz,Metris.
2023     Mercedes-Benz     Maybach S 580.,,,,,,,,,2023,Mercedes-Benz,Maybach S 580.
2022     Mercedes-Benz     AMG SL 63.,,,,,,,,,2022,Mercedes-Benz,AMG SL 63.
2022     Mercedes-Benz     Sprinter 2500.,,,,,,,,,2022,Mercedes-Benz,Sprinter 2500.
2022     Mercedes-Benz     AMG G 63.,,,,,,,,,2022,Mercedes-Benz,AMG G 63.
2022     Mercedes-Benz     A-Class.,1.0,4.6,5.0,5.0,4.0,4.0,5.0,4.0,2022,Mercedes-Benz,A-Class.
2022     Mercedes-Benz     GLC 300.,3.0,4.5,5.0,5.0,4.0,4.0,5.0,4.3,2022,Mercedes-Benz,GLC 300.
2022     Mercedes-Benz     E-Class.,1.0,3.7,3.0,3.0,4.0,4.0,4.0,4.0,2022,Mercedes-Benz,E-Class.
2022     Mercedes-Benz     S-Class.,1.0,4.7,5.0,5.0,5.0,5.0,4.0,4.0,2022,Mercedes-Benz,S-Class.
2022     Mercedes-Benz     C-Class.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2022,Mercedes-Benz,C-Class.
2022     Mercedes-Benz     GLE 350.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2022,Mercedes-Benz,GLE 350.
2022     Mercedes-Benz     AMG GLC 43.,,,,,,,,,2022,Mercedes-Benz,AMG GLC 43.
2022     Mercedes-Benz     Sprinter 3500.,,,,,,,,,2022,Mercedes-Benz,Sprinter 3500.
2022     Mercedes-Benz     GLS 450.,,,,,,,,,2022,Mercedes-Benz,GLS 450.
2022     Mercedes-Benz     Sprinter 3500XD.,,,,,,,,,2022,Mercedes-Benz,Sprinter 3500XD.
2022     Mercedes-Benz     AMG GT 43.,,,,,,,,,2022,Mercedes-Benz,AMG GT 43.
2022     Mercedes-Benz     AMG GT 53.,1.0,4.4,4.0,5.0,5.0,3.0,5.0,4.0,2022,Mercedes-Benz,AMG GT 53.
2022     Mercedes-Benz     Metris.,,,,,,,,,2022,Mercedes-Benz,Metris.
2022     Mercedes-Benz     GLB 250.,4.0,4.9,4.8,5.0,4.8,4.8,4.8,5.0,2022,Mercedes-Benz,GLB 250.
2022     Mercedes-Benz     AMG GLE 63.,,,,,,,,,2022,Mercedes-Benz,AMG GLE 63.
2022     Mercedes-Benz     G-Class.,1.0,4.3,5.0,5.0,5.0,3.0,5.0,2.0,2022,Mercedes-Benz,G-Class.
2022     Mercedes-Benz     AMG SL 55.,,,,,,,,,2022,Mercedes-Benz,AMG SL 55.
2022     Mercedes-Benz     Maybach S 680.,,,,,,,,,2022,Mercedes-Benz,Maybach S 680.
2022     Mercedes-Benz     GLE 450.,1.0,4.6,5.0,5.0,5.0,2.0,5.0,5.0,2022,Mercedes-Benz,GLE 450.
2022     Mercedes-Benz     CLA 250.,,,,,,,,,2022,Mercedes-Benz,CLA 250.
2022     Mercedes-Benz     GLA 250.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,Mercedes-Benz,GLA 250.
2022     Mercedes-Benz     AMG CLA 45.,,,,,,,,,2022,Mercedes-Benz,AMG CLA 45.
2022     Mercedes-Benz     AMG C 43.,,,,,,,,,2022,Mercedes-Benz,AMG C 43.
2022     Mercedes-Benz     CLS 450.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2022,Mercedes-Benz,CLS 450.
2022     Mercedes-Benz     AMG GLE 53.,2.0,3.8,4.0,4.5,3.5,3.0,5.0,3.0,2022,Mercedes-Benz,AMG GLE 53.
2022     Mercedes-Benz     AMG GLB 35.,,,,,,,,,2022,Mercedes-Benz,AMG GLB 35.
2022     Mercedes-Benz     AMG CLA 35.,,,,,,,,,2022,Mercedes-Benz,AMG CLA 35.
2022     Mercedes-Benz     Maybach S 580.,1.0,4.3,4.0,5.0,3.0,5.0,4.0,5.0,2022,Mercedes-Benz,Maybach S 580.
2022     Mercedes-Benz     Sprinter 1500.,,,,,,,,,2022,Mercedes-Benz,Sprinter 1500.
2022     Mercedes-Benz     AMG E 53.,,,,,,,,,2022,Mercedes-Benz,AMG E 53.
2022     Mercedes-Benz     AMG GLS 63.,,,,,,,,,2022,Mercedes-Benz,AMG GLS 63.
2022     Mercedes-Benz     AMG GLA 45.,,,,,,,,,2022,Mercedes-Benz,AMG GLA 45.
2022     Mercedes-Benz     AMG GLA 35.,,,,,,,,,2022,Mercedes-Benz,AMG GLA 35.
2022     Mercedes-Benz     Maybach GLS 600.,,,,,,,,,2022,Mercedes-Benz,Maybach GLS 600.
2021     Mercedes-Benz     AMG G 63.,,,,,,,,,2021,Mercedes-Benz,AMG G 63.
2021     Mercedes-Benz     C-Class.,4.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,2021,Mercedes-Benz,C-Class.
2021     Mercedes-Benz     GLE 350.,18.0,4.7,4.8,4.8,4.6,4.6,4.8,4.8,2021,Mercedes-Benz,GLE 350.
2021     Mercedes-Benz     AMG GLE 53.,17.0,3.6,4.2,4.6,3.9,2.6,4.5,2.5,2021,Mercedes-Benz,AMG GLE 53.
2021     Mercedes-Benz     GLC 300.,17.0,4.6,4.7,4.8,4.5,4.4,4.8,4.3,2021,Mercedes-Benz,GLC 300.
2021     Mercedes-Benz     AMG CLA 35.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2021,Mercedes-Benz,AMG CLA 35.
2021     Mercedes-Benz     AMG GLS 63.,,,,,,,,,2021,Mercedes-Benz,AMG GLS 63.
2021     Mercedes-Benz     AMG GLB 35.,1.0,4.7,3.0,5.0,5.0,5.0,5.0,5.0,2021,Mercedes-Benz,AMG GLB 35.
2021     Mercedes-Benz     Maybach GLS 600.,,,,,,,,,2021,Mercedes-Benz,Maybach GLS 600.
2021     Mercedes-Benz     AMG GT 43.,,,,,,,,,2021,Mercedes-Benz,AMG GT 43.
2021     Mercedes-Benz     AMG A 35.,,,,,,,,,2021,Mercedes-Benz,AMG A 35.
2021     Mercedes-Benz     AMG C 63.,2.0,4.2,4.0,4.5,5.0,3.5,4.5,3.5,2021,Mercedes-Benz,AMG C 63.
2021     Mercedes-Benz     GLA 250.,19.0,4.9,4.9,4.9,4.9,4.8,4.8,4.9,2021,Mercedes-Benz,GLA 250.
2021     Mercedes-Benz     E-Class.,7.0,4.7,5.0,5.0,5.0,4.6,4.6,4.3,2021,Mercedes-Benz,E-Class.
2021     Mercedes-Benz     AMG CLA 45.,,,,,,,,,2021,Mercedes-Benz,AMG CLA 45.
2021     Mercedes-Benz     AMG GT 63.,,,,,,,,,2021,Mercedes-Benz,AMG GT 63.
2021     Mercedes-Benz     AMG GLA 35.,,,,,,,,,2021,Mercedes-Benz,AMG GLA 35.
2021     Mercedes-Benz     AMG C 43.,,,,,,,,,2021,Mercedes-Benz,AMG C 43.
2021     Mercedes-Benz     AMG E 63.,,,,,,,,,2021,Mercedes-Benz,AMG E 63.
2021     Mercedes-Benz     Sprinter 3500XD.,,,,,,,,,2021,Mercedes-Benz,Sprinter 3500XD.
2021     Mercedes-Benz     S-Class.,,,,,,,,,2021,Mercedes-Benz,S-Class.
2021     Mercedes-Benz     Metris.,,,,,,,,,2021,Mercedes-Benz,Metris.
2021     Mercedes-Benz     GLE 580.,,,,,,,,,2021,Mercedes-Benz,GLE 580.
2021     Mercedes-Benz     GLB 250.,13.0,4.3,4.5,4.8,4.5,3.8,4.5,4.0,2021,Mercedes-Benz,GLB 250.
2021     Mercedes-Benz     Sprinter 2500.,,,,,,,,,2021,Mercedes-Benz,Sprinter 2500.
2021     Mercedes-Benz     Maybach S 580.,,,,,,,,,2021,Mercedes-Benz,Maybach S 580.
2021     Mercedes-Benz     AMG GLE 63.,,,,,,,,,2021,Mercedes-Benz,AMG GLE 63.
2021     Mercedes-Benz     AMG GLC 43.,,,,,,,,,2021,Mercedes-Benz,AMG GLC 43.
2021     Mercedes-Benz     AMG E 53.,2.0,3.9,4.5,5.0,4.0,3.5,4.5,2.5,2021,Mercedes-Benz,AMG E 53.
2021     Mercedes-Benz     GLS 450.,8.0,4.1,5.0,4.9,3.8,3.1,4.9,3.5,2021,Mercedes-Benz,GLS 450.
2021     Mercedes-Benz     A-Class.,2.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2021,Mercedes-Benz,A-Class.
2021     Mercedes-Benz     AMG GLA 45.,1.0,4.4,5.0,4.0,5.0,4.0,4.0,4.0,2021,Mercedes-Benz,AMG GLA 45.
2021     Mercedes-Benz     GLS 580.,1.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2021,Mercedes-Benz,GLS 580.
2021     Mercedes-Benz     G-Class.,,,,,,,,,2021,Mercedes-Benz,G-Class.
2021     Mercedes-Benz     GLE 450.,3.0,4.9,5.0,5.0,5.0,5.0,5.0,4.7,2021,Mercedes-Benz,GLE 450.
2021     Mercedes-Benz     CLS 450.,3.0,4.5,4.0,4.3,5.0,4.0,5.0,5.0,2021,Mercedes-Benz,CLS 450.
2021     Mercedes-Benz     CLA 250.,2.0,4.2,4.5,4.5,4.0,4.0,4.0,4.0,2021,Mercedes-Benz,CLA 250.
2021     Mercedes-Benz     AMG CLS 53.,,,,,,,,,2021,Mercedes-Benz,AMG CLS 53.
2021     Mercedes-Benz     AMG GLC 63.,,,,,,,,,2021,Mercedes-Benz,AMG GLC 63.
2021     Mercedes-Benz     Sprinter 3500.,,,,,,,,,2021,Mercedes-Benz,Sprinter 3500.
2021     Mercedes-Benz     AMG GT.,,,,,,,,,2021,Mercedes-Benz,AMG GT.
2021     Mercedes-Benz     AMG GT 53.,,,,,,,,,2021,Mercedes-Benz,AMG GT 53.
2020     Mercedes-Benz     AMG A 35.,1.0,4.9,4.0,5.0,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,AMG A 35.
2020     Mercedes-Benz     CLA 250.,9.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,2020,Mercedes-Benz,CLA 250.
2020     Mercedes-Benz     CLS 450.,4.0,4.7,4.2,5.0,4.8,4.2,5.0,5.0,2020,Mercedes-Benz,CLS 450.
2020     Mercedes-Benz     Metris.,1.0,4.1,4.0,4.0,5.0,4.0,4.0,4.0,2020,Mercedes-Benz,Metris.
2020     Mercedes-Benz     A-Class.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,A-Class.
2020     Mercedes-Benz     GLE 580.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,GLE 580.
2020     Mercedes-Benz     AMG CLS 53.,1.0,2.7,4.0,2.0,4.0,1.0,2.0,3.0,2020,Mercedes-Benz,AMG CLS 53.
2020     Mercedes-Benz     AMG GLC 43.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,AMG GLC 43.
2020     Mercedes-Benz     S-Class.,7.0,4.9,5.0,5.0,5.0,4.6,5.0,5.0,2020,Mercedes-Benz,S-Class.
2020     Mercedes-Benz     AMG CLA 35.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,AMG CLA 35.
2020     Mercedes-Benz     GLS 450.,20.0,4.5,4.8,4.6,4.6,4.2,4.7,4.2,2020,Mercedes-Benz,GLS 450.
2020     Mercedes-Benz     AMG GT 53.,4.0,4.2,4.2,4.5,4.0,4.0,4.5,4.0,2020,Mercedes-Benz,AMG GT 53.
2020     Mercedes-Benz     GLB 250.,32.0,4.2,4.6,4.7,4.1,4.0,4.5,3.3,2020,Mercedes-Benz,GLB 250.
2020     Mercedes-Benz     AMG GT 63.,1.0,4.7,4.0,5.0,5.0,4.0,5.0,,2020,Mercedes-Benz,AMG GT 63.
2020     Mercedes-Benz     E-Class.,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,E-Class.
2020     Mercedes-Benz     AMG C 63.,2.0,4.8,4.5,5.0,5.0,4.0,5.0,4.5,2020,Mercedes-Benz,AMG C 63.
2020     Mercedes-Benz     GLE 350.,77.0,4.3,4.6,4.6,4.0,3.9,4.6,4.1,2020,Mercedes-Benz,GLE 350.
2020     Mercedes-Benz     SLC 300.,3.0,4.9,4.7,5.0,5.0,4.7,5.0,5.0,2020,Mercedes-Benz,SLC 300.
2020     Mercedes-Benz     GLA 250.,13.0,4.9,4.9,4.8,4.9,4.8,4.9,4.9,2020,Mercedes-Benz,GLA 250.
2020     Mercedes-Benz     AMG GT.,1.0,4.7,4.0,5.0,5.0,4.0,5.0,5.0,2020,Mercedes-Benz,AMG GT.
2020     Mercedes-Benz     GLC 300.,36.0,4.8,4.9,4.9,4.7,4.7,4.9,4.7,2020,Mercedes-Benz,GLC 300.
2020     Mercedes-Benz     GLE 450.,28.0,4.2,4.7,4.7,4.3,3.4,4.6,3.6,2020,Mercedes-Benz,GLE 450.
2020     Mercedes-Benz     C-Class.,13.0,4.5,4.8,4.8,4.8,4.2,4.7,4.1,2020,Mercedes-Benz,C-Class.
2020     Mercedes-Benz     G-Class.,5.0,4.8,4.6,5.0,5.0,4.4,5.0,4.6,2020,Mercedes-Benz,G-Class.
2020     Mercedes-Benz     SL 550.,,,,,,,,,2020,Mercedes-Benz,SL 550.
2020     Mercedes-Benz     AMG C 43.,4.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,2020,Mercedes-Benz,AMG C 43.
2020     Mercedes-Benz     AMG E 53.,,,,,,,,,2020,Mercedes-Benz,AMG E 53.
2020     Mercedes-Benz     AMG S 63.,,,,,,,,,2020,Mercedes-Benz,AMG S 63.
2020     Mercedes-Benz     AMG SLC 43.,4.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,2020,Mercedes-Benz,AMG SLC 43.
2020     Mercedes-Benz     GLS 580.,2.0,4.8,5.0,5.0,5.0,4.5,5.0,4.0,2020,Mercedes-Benz,GLS 580.
2020     Mercedes-Benz     AMG GLC 63.,3.0,3.8,3.7,3.7,4.3,3.7,4.3,3.7,2020,Mercedes-Benz,AMG GLC 63.
2020     Mercedes-Benz     AMG CLA 45.,,,,,,,,,2020,Mercedes-Benz,AMG CLA 45.
2020     Mercedes-Benz     Sprinter 2500.,,,,,,,,,2020,Mercedes-Benz,Sprinter 2500.
