id,case_id,party_number,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,direction_of_travel,party_safety_equipment_1,party_safety_equipment_2,financial_responsibility,hazardous_materials,cellphone_in_use,cellphone_use_type,school_bus_related,oaf_violation_code,oaf_violation_category,oaf_violation_section,oaf_violation_suffix,other_associate_factor_1,other_associate_factor_2,party_number_killed,party_number_injured,movement_preceding_collision,vehicle_year,vehicle_make,statewide_vehicle_type,chp_vehicle_type_towing,chp_vehicle_type_towed,party_race
611,3990297,1,driver,1,female,21,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other,1997,saturn,passenger car,"passenger car, station",00,hispanic
612,3990297,2,driver,0,female,48,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,international harvester,truck or truck tractor with trailer,truck tractor,semi,white
613,3990301,1,driver,1,male,63,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,1983,gmc,schoolbus,school bus private type ii,00,white
614,3990305,1,driver,1,male,86,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,chevrolet,truck or truck tractor,two axle truck,00,
615,3990305,2,driver,0,female,30,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,honda,passenger car,"passenger car, station",00,
616,3990309,1,driver,1,male,61,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,ran off road,2006,chevrolet,truck or truck tractor,two-axle tow truck,00,white
617,3990313,1,driver,1,female,49,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,1997,,other bus,public transit authority,00,white
618,3990313,2,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,none apparent,,0,0,parked,1981,chevrolet,truck or truck tractor,two axle truck,00,
619,3990317,1,driver,0,female,29,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2008,mitsubishi,passenger car,"passenger car, station",00,black
620,3990317,2,driver,0,male,35,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,freightliner,,,00,white
621,3990317,3,driver,1,male,,impairment unknown,G,west,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,,,,unknown hit and run vehicle involvement,00,
622,3990318,1,driver,0,female,35,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making u-turn,2006,toyota,passenger car,mini-vans,00,asian
623,3990318,2,driver,0,male,49,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2008,kenworth,truck or truck tractor,two-axle tow truck,00,white
624,3990483,1,driver,1,male,26,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,passing other vehicle,2000,ford,truck or truck tractor,two axle truck,00,black
625,3990483,2,driver,0,female,17,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1995,jeep,passenger car,sport utility vehicle,00,white
626,3990484,1,driver,1,male,42,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other unsafe turning,2003,freightliner,truck or truck tractor with trailer,truck tractor,semi,hispanic
627,3990488,1,driver,1,male,43,had not been drinking,,west,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,volvo,truck or truck tractor with trailer,truck tractor,semi,hispanic
628,3990488,2,driver,0,male,45,had not been drinking,,west,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,freightliner,truck or truck tractor with trailer,truck tractor,semi,hispanic
629,3990488,3,driver,0,male,53,had not been drinking,,west,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,freightliner,truck or truck tractor with trailer,truck tractor,semi,hispanic
630,3990488,4,driver,0,male,40,had not been drinking,,west,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,freightliner,truck or truck tractor,three or more axle truck,00,white
631,3990491,1,driver,0,male,61,had not been drinking,,north,not required,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1995,international harvester,truck or truck tractor,two axle truck,00,white
632,3990496,1,driver,1,male,31,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,freightliner,truck or truck tractor with trailer,truck tractor,semi,hispanic
633,3990496,2,driver,0,male,37,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2001,kenworth,truck or truck tractor with trailer,truck tractor,semi,other
634,3990500,1,driver,0,male,35,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,kenworth,truck or truck tractor with trailer,truck tractor,semi,other
635,3990503,1,driver,1,male,19,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,making right turn,1996,honda,passenger car,"passenger car, station",00,other
636,3990503,2,driver,0,male,44,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,hazardous parking,22502,E,violation,,0,0,parked,2006,gmc,pickup or panel truck,pickups & panels,00,white
637,3990503,3,driver,0,female,51,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,hazardous parking,22502,E,violation,,0,1,proceeding straight,2009,,other bus,general public paratransit,00,white
638,3990504,1,driver,0,male,49,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,gmc,truck or truck tractor,three or more axle truck,00,white
639,3990504,2,driver,1,male,24,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,chevrolet,passenger car,sport utility vehicle,00,hispanic
640,3990507,1,driver,1,male,70,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,making left turn,1998,peterbilt,truck or truck tractor with trailer,three or more axle truck,semi tank trailer,hispanic
641,3990507,2,driver,0,female,26,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,making left turn,2004,nissan,passenger car,"passenger car, station",00,white
642,3990508,1,driver,1,male,32,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,improper turning,22107,,violation,,0,0,making right turn,2008,,truck or truck tractor,truck tractor,00,
643,3990508,2,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,none apparent,,0,0,parked,2005,lexus,passenger car,"passenger car, station",00,
644,3990511,1,driver,1,male,42,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,2003,freightliner,truck or truck tractor with trailer,truck tractor,semi,hispanic
645,3990512,1,driver,1,female,45,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2001,,other bus,public transit authority,00,
646,3990512,2,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,,,0,0,parked,1999,honda,passenger car,"passenger car, station",00,
647,3990516,1,driver,1,male,49,had not been drinking,,north,,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,entering traffic,2003,freightliner,,,00,white
648,3990516,2,driver,0,male,32,had not been drinking,,north,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,toyota,,,00,
649,3990527,1,driver,1,male,65,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,1998,ford,other bus,other commercial,00,white
650,3990527,2,driver,0,female,21,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1995,nissan,passenger car,"passenger car, station",00,hispanic
651,3990531,1,driver,1,male,38,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1993,gmc,truck or truck tractor,three or more axle truck,00,hispanic
652,3990531,2,driver,0,female,27,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,,,0,cellphone not in use,,,other hazardous movement,22109,,violation,,0,1,stopped,2000,honda,passenger car,"passenger car, station",00,asian
653,3990535,1,driver,1,,,impairment unknown,G,east,,unknown,,,,,,,,,,none apparent,,0,0,other,,,,unknown hit and run vehicle involvement,00,
654,3990535,2,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2005,ford,truck or truck tractor,two-axle tow truck,00,
655,3990539,1,driver,1,male,66,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,peterbilt,truck or truck tractor with trailer,truck tractor,semi,white
656,3990539,2,driver,0,male,39,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1992,volkswagen,passenger car,"passenger car, station",00,white
657,3990556,1,driver,1,female,57,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,making right turn,2000,mitsubishi,passenger car,"passenger car, station",00,white
658,3990556,2,driver,0,male,47,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2000,peterbilt,truck or truck tractor,truck tractor,00,white
659,3990556,3,other,0,,,,,west,,,not applicable,,,,,,,,,none apparent,,0,0,making right turn,1999,,truck or truck tractor with trailer,two axle truck,pull,
660,3990581,1,driver,0,male,47,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,nissan,passenger car,"passenger car, station",00,hispanic
661,3990581,2,driver,1,,,impairment unknown,G,,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,crossed into opposing lane,,,truck or truck tractor with trailer,truck tractor,semi,
662,3990585,1,driver,1,female,26,had not been drinking,,north,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2000,,,,00,hispanic
663,3990585,2,driver,0,female,58,had not been drinking,,north,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2005,kia,,,00,white
664,3990589,1,driver,0,male,,impairment unknown,G,east,none in vehicle,unknown,,,,,,,,,,,,0,0,making right turn,,,truck or truck tractor with trailer,truck tractor,semi,black
665,3990589,2,driver,0,female,36,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,,,0,0,making right turn,2005,toyota,passenger car,"passenger car, station",00,hispanic
666,3990593,1,driver,1,male,24,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,saturn,passenger car,"passenger car, station",00,hispanic
667,3990593,2,driver,0,male,54,had not been drinking,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,mack,truck or truck tractor with trailer,truck tractor,pull tank trailer,white
668,3990593,3,driver,0,male,48,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1973,international harvester,truck or truck tractor with trailer,truck tractor,semi,hispanic
