"name","nickname","wins","losses","draws","height_cm","weight_in_kg","reach_in_cm","stance","date_of_birth","significant_strikes_landed_per_minute","significant_striking_accuracy","significant_strikes_absorbed_per_minute","significant_strike_defence","average_takedowns_landed_per_15_minutes","takedown_accuracy","takedown_defense","average_submissions_attempted_per_15_minutes"
"Holly Holm","The Preacher's Daughter","15","6","0","172.72","61.23","175.26","Southpaw","1981-10-17","3.21","40.0","2.79","56.0","0.9","30.0","78.0","0.1"
"Israel Adesanya","The Last Stylebender","24","3","0","193.04","83.91","203.2","Switch","1989-07-22","3.93","48.0","3.11","56.0","0.05","14.0","77.0","0.1"
"Uriah Hall","Prime Time","18","11","0","182.88","83.91","200.66","Orthodox","1984-07-31","3.23","48.0","3.85","54.0","0.54","38.0","64.0","0.1"
"Kelvin Gastelum","","18","9","0","175.26","77.11","180.34","Southpaw","1991-10-24","3.55","41.0","3.23","58.0","0.96","30.0","59.0","0.1"
"Maycee Barber","The Future","13","2","0","165.1","56.7","165.1","Switch","1998-05-18","4.6","52.0","2.72","54.0","1.14","35.0","45.0","0.1"
"Roxanne Modafferi","The Happy Warrior","25","21","0","170.18","56.7","175.26","Orthodox","1982-09-24","3.35","30.0","5.7","51.0","1.35","23.0","30.0","0.1"
"Jimmie Rivera","El Terror","23","5","0","162.56","61.23","172.72","Orthodox","1989-06-29","4.03","40.0","3.9","60.0","0.88","27.0","92.0","0.1"
"Yana Santos","","14","8","0","167.64","61.23","172.72","Orthodox","1989-11-11","4.16","56.0","3.03","50.0","1.11","53.0","42.0","0.1"
"Dominick Cruz","The Dominator","24","4","0","172.72","61.23","172.72","Orthodox","1985-03-09","3.91","33.0","2.61","70.0","2.82","42.0","83.0","0.1"
"Jamie Mullarkey","","17","6","0","182.88","70.31","187.96","Orthodox","1994-08-17","4.46","47.0","4.41","54.0","2.46","34.0","76.0","0.1"
"Lauren Murphy","Lucky","16","6","0","165.1","56.7","170.18","Orthodox","1983-07-27","4.05","39.0","5.25","55.0","1.03","25.0","69.0","0.1"
"Jorge Rivera","El Conquistador","20","9","0","185.42","83.91","185.42","Orthodox","1972-02-28","3.16","48.0","2.64","54.0","0.84","50.0","63.0","0.1"
"Jonathan Martinez","Dragon","19","4","0","172.72","61.23","177.8","Southpaw","1994-04-20","4.64","50.0","3.76","58.0","0.44","41.0","69.0","0.1"
"Volkan Oezdemir","No Time","19","7","0","187.96","92.99","190.5","Orthodox","1989-09-19","4.59","47.0","3.92","55.0","0.57","33.0","80.0","0.1"
"Marc-Andre Barriault","Powerbar","16","6","0","185.42","83.91","187.96","Orthodox","1990-02-18","5.95","47.0","5.22","53.0","0.24","25.0","67.0","0.1"
"Jared Rosholt","","14","4","0","187.96","120.2","190.5","Orthodox","1986-08-04","2.08","46.0","1.52","59.0","1.83","41.0","66.0","0.1"
"Daniel Omielanczuk","","19","8","1","182.88","112.04","187.96","Southpaw","1982-08-31","3.09","57.0","3.29","47.0","0.56","26.0","68.0","0.1"
"Thiago Santos","Marreta","22","11","0","187.96","92.99","193.04","Orthodox","1984-01-07","3.72","48.0","2.57","53.0","0.88","33.0","65.0","0.1"
"Pannie Kianzad","Banzai","17","7","0","170.18","61.23","167.64","Orthodox","1991-12-08","4.87","49.0","3.75","53.0","0.35","30.0","71.0","0.1"
"Calvin Kattar","","23","7","0","180.34","65.77","182.88","Orthodox","1988-03-26","5.12","39.0","7.1","54.0","0.42","29.0","91.0","0.1"
"Shamil Abdurakhimov","Abrek","20","8","0","190.5","106.59","193.04","Orthodox","1981-09-02","2.41","44.0","3.02","55.0","1.01","23.0","45.0","0.1"
"Josh Emmett","CC0","18","4","0","167.64","65.77","177.8","Orthodox","1985-03-04","4.07","36.0","4.66","61.0","0.92","37.0","46.0","0.1"
"Rafael Cavalcante","Feijao","12","7","0","185.42","92.99","187.96","Orthodox","1980-04-14","2.71","53.0","3.62","49.0","0.6","40.0","63.0","0.1"
"Dustin Ortiz","","19","8","0","165.1","56.7","165.1","Orthodox","1988-12-25","2.94","44.0","2.17","56.0","3.01","36.0","52.0","0.1"
"Drew Dober","","27","12","0","172.72","70.31","177.8","Southpaw","1988-10-19","4.58","40.0","4.46","51.0","0.68","17.0","56.0","0.1"
"Alexander Hernandez","The Great Ape","14","7","0","175.26","65.77","182.88","Orthodox","1992-10-01","4.63","41.0","4.9","56.0","1.2","31.0","60.0","0.1"
"Takeya Mizugaki","","21","11","2","170.18","61.23","175.26","Orthodox","1983-12-16","3.37","37.0","3.27","57.0","1.46","57.0","70.0","0.1"
"Jose Aldo","","31","8","0","170.18","61.23","177.8","Orthodox","1986-09-09","3.57","46.0","3.74","60.0","0.49","54.0","91.0","0.1"
"Darren Stewart","The Dentist","12","8","0","182.88","92.99","187.96","Orthodox","1990-12-30","3.05","45.0","3.29","48.0","1.75","45.0","67.0","0.1"
"Walt Harris","The Big Ticket","13","10","0","195.58","113.4","195.58","Southpaw","1983-06-10","3.05","39.0","3.33","54.0","0.29","28.0","70.0","0.1"
"Alexander Yakovlev","Russian Thunder","24","10","1","190.5","70.31","187.96","Southpaw","1984-07-18","1.74","47.0","2.41","58.0","1.66","35.0","72.0","0.1"
"Lina Lansberg","Elbow Queen","10","8","0","170.18","61.23","165.1","Orthodox","1982-03-13","2.69","55.0","3.87","44.0","0.52","27.0","47.0","0.1"
"Ji Yeon Kim","Firefist","9","7","2","170.18","56.7","182.88","Orthodox","1989-10-18","5.37","36.0","5.41","56.0","0.0","0.0","50.0","0.1"
"Andre Ewell","Mr. Highlight","17","9","0","172.72","65.77","190.5","Southpaw","1988-01-21","4.28","40.0","4.87","51.0","0.36","75.0","72.0","0.1"
"Tarec Saffiedine","Sponge","16","7","0","177.8","77.11","177.8","Switch","1986-09-06","4.05","47.0","3.06","62.0","0.52","36.0","84.0","0.1"
"Shawn Jordan","The Savage","19","8","0","182.88","117.93","190.5","Southpaw","1984-10-21","2.87","50.0","3.3","47.0","1.97","38.0","76.0","0.1"
"Chris Gutierrez","El Guapo","20","5","2","175.26","61.23","170.18","Orthodox","1991-04-22","5.04","57.0","2.73","65.0","0.34","37.0","71.0","0.1"
"Devin Clark","Brown Bear","14","8","0","182.88","92.99","190.5","Orthodox","1990-04-12","2.99","55.0","2.95","43.0","2.35","33.0","60.0","0.1"
"Yves Jabouin","Tiger","20","11","0","170.18","61.23","172.72","Orthodox","1979-05-30","3.06","41.0","2.93","62.0","1.94","60.0","82.0","0.1"
"Brandon Davis","Killer B","14","10","0","177.8","61.23","182.88","Orthodox","1990-05-08","4.68","35.0","4.62","58.0","0.74","42.0","57.0","0.1"
"Nicolas Dalby","Danish Dynamite","23","4","1","180.34","77.11","187.96","Orthodox","1984-11-16","4.03","43.0","3.43","52.0","1.11","30.0","60.0","0.1"
"Petr Yan","No Mercy","16","5","0","170.18","61.23","170.18","Switch","1993-02-11","5.03","53.0","4.26","59.0","1.71","52.0","85.0","0.1"
"Bill Algeo","Senor Perfecto","18","7","0","182.88","65.77","185.42","Switch","1989-06-09","6.11","52.0","4.41","47.0","0.89","46.0","56.0","0.1"
"David Loiseau","The Crow","23","11","0","182.88","83.91","193.04","Orthodox","1979-12-17","1.59","44.0","3.64","43.0","0.43","42.0","36.0","0.1"
"Edson Barboza","Junior","24","11","0","180.34","65.77","190.5","Orthodox","1986-01-21","4.18","45.0","4.34","57.0","0.48","50.0","75.0","0.1"
"Roy Nelson","Big Country","22","14","0","182.88","119.29","185.42","Orthodox","1976-06-20","2.18","36.0","4.79","46.0","1.14","27.0","65.0","0.1"
"Conor McGregor","The Notorious","22","6","0","175.26","70.31","187.96","Southpaw","1988-07-14","5.32","49.0","4.66","54.0","0.67","55.0","66.0","0.1"
"Geoff Neal","Handz of Steel","15","5","0","180.34","77.11","190.5","Southpaw","1990-08-28","5.22","50.0","5.6","58.0","0.51","44.0","87.0","0.1"
"Khalil Rountree Jr.","","13","5","0","185.42","92.99","193.04","Southpaw","1990-02-26","3.73","38.0","4.16","50.0","0.0","0.0","56.0","0.1"
"Junior Dos Santos","Cigano","21","9","0","193.04","107.95","195.58","Orthodox","1984-01-30","4.49","47.0","3.33","56.0","0.3","50.0","81.0","0.1"
"Krzysztof Jotko","","24","6","0","185.42","83.91","195.58","Southpaw","1989-08-19","2.98","42.0","2.23","57.0","1.33","39.0","82.0","0.1"
"Joanna Jedrzejczyk","","16","5","0","167.64","52.16","165.1","Orthodox","1987-08-18","6.28","48.0","3.25","62.0","0.27","62.0","80.0","0.1"
"Quinton Jackson","Rampage","37","12","0","185.42","92.99","185.42","Orthodox","1978-06-20","3.25","54.0","2.51","55.0","1.52","56.0","73.0","0.1"
"Sam Alvey","Smile'N","33","18","1","187.96","83.91","190.5","Southpaw","1986-05-06","3.28","44.0","3.63","52.0","0.06","14.0","82.0","0.1"
"Angela Hill","Overkill","16","13","0","160.02","52.16","162.56","Orthodox","1985-01-12","5.44","50.0","4.94","61.0","0.73","34.0","75.0","0.1"
"Tim Sylvia","The Maine-iac","31","10","0","203.2","120.2","203.2","Orthodox","1976-03-05","4.23","41.0","2.61","61.0","0.11","100.0","75.0","0.1"
"Jennifer Maia","","21","10","1","162.56","56.7","162.56","Orthodox","1988-10-06","4.35","38.0","4.52","55.0","0.42","27.0","58.0","0.1"
"Michael Johnson","The Menace","22","19","0","177.8","70.31","185.42","Southpaw","1986-06-04","4.28","39.0","3.91","58.0","0.46","38.0","80.0","0.1"
"Kamaru Usman","The Nigerian Nightmare","20","4","0","182.88","77.11","193.04","Switch","1987-05-11","4.36","52.0","2.74","54.0","2.82","45.0","89.0","0.1"
"Vladimir Matyushenko","The Janitor","27","8","0","182.88","92.99","187.96","Orthodox","1971-01-04","1.9","44.0","1.62","59.0","3.25","46.0","70.0","0.1"
"Jamie Pickett","The Night Wolf","13","10","0","187.96","83.91","203.2","Orthodox","1988-08-29","2.84","48.0","3.92","49.0","1.44","40.0","69.0","0.1"
"Sean Santella","Shorty Rock","17","6","1","165.1","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kristof Midoux","The Hurricane","6","10","0","185.42","99.79","","Orthodox","1974-07-30","0.7","43.0","2.89","49.0","0.0","0.0","0.0","0.0"
"John Gunther","The Machine","5","1","0","175.26","70.31","182.88","Orthodox","1985-11-24","1.65","37.0","3.72","46.0","7.08","42.0","0.0","0.0"
"Anatoly Tokov","","25","2","0","177.8","83.91","","","","3.51","72.0","0.54","66.0","2.03","100.0","100.0","0.0"
"Tom Tuggle","The Law","0","3","0","187.96","113.4","","Orthodox","","0.0","0.0","2.14","0.0","32.14","100.0","0.0","0.0"
"Iony Razafiarison","","2","1","0","160.02","65.77","","","","1.2","42.0","1.4","53.0","2.0","50.0","75.0","0.0"
"Kiril Sidelnikov","","11","4","0","180.34","104.33","","","","2.87","28.0","4.48","61.0","0.0","0.0","0.0","0.0"
"Michael Byrnes","","5","3","0","180.34","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Geraldo de Freitas","Spartan","12","6","0","170.18","61.23","182.88","Orthodox","1991-09-30","3.67","52.0","2.62","50.0","3.0","45.0","59.0","0.0"
"Buck Meredith","","3","3","0","187.96","83.91","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tony Bonello","The Gun","16","3","1","187.96","83.91","","","","0.62","33.0","12.62","10.0","0.0","0.0","0.0","0.0"
"Adam Khaliev","","6","0","0","182.88","77.11","","Orthodox","1984-04-16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dakota Cochrane","","29","12","0","172.72","70.31","","","","2.66","75.0","2.66","30.0","4.43","33.0","0.0","0.0"
"Donald Sanchez","","31","17","0","177.8","65.77","","","","0.58","50.0","1.16","55.0","0.0","0.0","50.0","0.0"
"Felipe dos Santos","Lipe Detona","7","1","0","170.18","56.7","177.8","Orthodox","2000-09-11","6.6","32.0","7.47","38.0","0.0","0.0","0.0","0.0"
"Eric Schwartz","","2","0","0","","92.99","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Lee","","14","10","1","180.34","70.31","","Orthodox","","0.0","0.0","9.68","21.0","0.0","0.0","0.0","0.0"
"Antwain Britt","The Juggernaut","11","6","0","185.42","92.99","195.58","","","1.46","39.0","2.81","44.0","1.56","40.0","50.0","0.0"
"Mike Minniger","","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Barnett","Beastboy","23","8","0","175.26","120.2","190.5","Orthodox","1986-06-14","4.41","48.0","5.87","40.0","0.0","0.0","33.0","0.0"
"Ray Seraille","","8","9","0","190.5","111.58","","","","5.29","27.0","17.65","41.0","0.0","0.0","0.0","0.0"
"Jason Sharp","","3","3","0","","92.99","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Adam Yandiev","Boroda","9","1","0","175.26","83.91","187.96","Orthodox","1988-08-07","0.18","8.0","6.14","36.0","0.0","0.0","25.0","0.0"
"JW Wright","","1","0","0","","58.97","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Andrew Valladerez","","5","7","0","","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bahatebole Batebolati","Lion King","8","1","1","180.34","70.31","180.34","Southpaw","1997-09-12","4.34","47.0","4.62","64.0","2.04","100.0","100.0","0.0"
"Andre Mussi","","11","5","0","190.5","109.77","","Orthodox","","0.0","0.0","10.59","35.0","0.0","0.0","0.0","0.0"
"Helena Crevar","","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Al Matavao","Sweetness","8","3","0","172.72","92.99","170.18","Orthodox","1994-02-23","7.84","46.0","6.7","58.0","0.0","0.0","0.0","0.0"
"Thomas Longacre","","6","1","0","175.26","65.77","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Marcus Kowal","","3","1","1","","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Joey Gilbert","","2","3","0","180.34","70.31","","Orthodox","1976-06-05","0.61","42.0","4.44","31.0","0.0","0.0","0.0","0.0"
"Lucrezia Ria","","8","2","0","167.64","56.7","","Orthodox","1992-06-24","4.07","46.0","4.4","45.0","1.0","33.0","0.0","0.0"
"Sean Bassett","","0","4","0","","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jonathan  Mix","","7","4","0","182.88","76.2","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chad Laprise","The Disciple","13","4","0","177.8","77.11","180.34","Orthodox","1986-07-23","4.78","42.0","3.59","65.0","1.05","54.0","78.0","0.0"
"Quillan Salkilld","","4","1","0","182.88","70.31","193.04","Orthodox","1999-12-28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reza Arianto","The Crazy Lion","5","0","0","","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ryan Jimmo","The Big Deal","19","5","0","185.42","92.99","185.42","Orthodox","1981-11-27","3.12","66.0","2.77","46.0","0.45","28.0","87.0","0.0"
"Jean Silva","Lord Assassin","11","2","0","170.18","65.77","175.26","Orthodox","1996-12-13","5.8","48.0","4.73","55.0","1.0","33.0","100.0","0.0"
"Larry Cureton","","0","2","0","187.96","108.86","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jansey Silva","Jones","7","2","0","187.96","83.91","170.18","Orthodox","1995-05-30","0.46","40.0","2.32","33.0","0.0","0.0","0.0","0.0"
"Brad Tavares","","20","9","0","185.42","83.91","187.96","Orthodox","1987-12-21","3.38","43.0","3.03","56.0","0.81","26.0","82.0","0.0"
"Sumit Kumar","The Indian Kid","8","1","0","165.1","56.7","167.64","Orthodox","2000-09-09","2.8","24.0","4.67","46.0","6.0","30.0","60.0","0.0"
"Yuhi Sano","","0","4","0","180.34","110.22","","Orthodox","1965-02-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Brown","","10","1","0","","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nick Fiore","","6","2","0","177.8","70.31","182.88","Orthodox","1997-12-10","2.83","46.0","7.93","42.0","2.5","45.0","71.0","0.0"
"Andy Anderson","The Hammer","0","1","0","167.64","108.86","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fabiola Pidroni","The Queen","5","0","0","","52.16","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Satoshi Honma","","4","6","3","185.42","92.99","","Orthodox","1968-05-19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eduardo Garagorri","","13","2","0","175.26","65.77","177.8","Orthodox","1989-05-28","3.42","51.0","2.36","58.0","0.48","100.0","61.0","0.0"
"Bruno Oliveira","","8","2","0","193.04","92.99","203.2","Orthodox","1984-05-02","3.44","33.0","4.92","54.0","0.0","0.0","0.0","0.0"
"Rolles Gracie","","8","4","0","193.04","109.77","","Orthodox","1978-07-14","2.3","32.0","3.38","55.0","2.3","10.0","0.0","0.0"
"Emily Fernandez","","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lacey Schuckman","","11","10","0","160.02","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ottman Azaitar","Bulldozer","13","2","0","172.72","70.31","180.34","Switch","1990-02-20","5.73","51.0","4.96","48.0","0.0","0.0","100.0","0.0"
"Mike Campbell","The Beast","13","4","0","175.26","70.31","","Southpaw","","1.4","26.0","1.4","63.0","5.26","100.0","0.0","0.0"
"Chad Corvin","The Brave Warrior","5","0","0","195.58","115.67","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ray Perales","Relentless","13","22","0","177.8","77.11","","Orthodox","","0.18","25.0","2.39","32.0","0.0","0.0","33.0","0.0"
"Anvar Boynazarov","The Uzbek","3","1","0","175.26","65.77","","Orthodox","1989-01-10","0.0","0.0","7.83","29.0","0.0","0.0","0.0","0.0"
"Anthony Morrison","Cheesesteak","20","12","0","170.18","65.77","","Orthodox","1984-03-29","1.7","33.0","0.49","80.0","0.0","0.0","50.0","0.0"
"David Douglas","Tarzan","9","7","0","180.34","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyson Nam","","21","14","1","170.18","56.7","172.72","Orthodox","1983-10-06","3.87","33.0","4.97","65.0","0.0","0.0","87.0","0.0"
"Peter Danesoe","The Asian Viking","6","3","0","175.26","56.7","172.72","Orthodox","2000-09-01","4.98","54.0","7.02","37.0","0.0","0.0","62.0","0.0"
"Hamdy Abdelwahab","The Hammer","5","0","0","187.96","119.75","182.88","Southpaw","1993-01-22","3.87","52.0","3.13","59.0","3.0","75.0","0.0","0.0"
"Nick Meregali","","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Juan Andres Luna","","12","1","0","170.18","56.7","182.88","Orthodox","1995-08-20","3.27","31.0","3.0","65.0","0.0","0.0","0.0","0.0"
"Leon Shahbazyan","","7","2","0","193.04","77.11","187.96","Orthodox","1995-11-18","6.33","52.0","8.18","32.0","1.46","50.0","0.0","0.0"
"Gokhan Saki","The Rebel","1","2","0","182.88","92.99","185.42","Orthodox","1983-10-19","7.09","58.0","4.57","53.0","0.0","0.0","100.0","0.0"
"Justin Smitley","","10","7","1","","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Steve Ramirez","","5","2","0","170.18","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bill Cooper","","2","1","0","","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Scott Graham","","3","1","0","193.04","83.91","","Orthodox","","0.91","42.0","2.27","28.0","0.0","0.0","0.0","0.0"
"Enson Inoue","Yamato Damashii","12","8","0","177.8","95.25","","Orthodox","1967-04-15","1.7","63.0","1.88","30.0","0.0","0.0","33.0","0.0"
"Antonio McKee","Mandingo","29","6","2","172.72","70.31","","Southpaw","1970-03-12","1.37","45.0","0.74","74.0","1.47","33.0","57.0","0.0"
"Brandon Saling","White Steel","8","6","0","177.8","77.11","","","","2.88","40.0","6.08","20.0","0.0","0.0","57.0","0.0"
"Bertrand Amoussou","","1","1","0","172.72","86.18","","Orthodox","","6.75","39.0","2.01","83.0","0.0","0.0","0.0","0.0"
"Razak Al-Hassan","","13","5","0","187.96","92.99","","Orthodox","1982-05-14","3.27","39.0","3.14","60.0","0.65","14.0","57.0","0.0"
"Julian Sanchez","","0","1","0","190.5","136.08","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Israel Albuquerque","","0","3","0","","83.91","","Orthodox","","0.32","13.0","3.34","25.0","0.0","0.0","0.0","0.0"
"Helio Dipp","","6","3","0","195.58","83.91","","Orthodox","","0.6","25.0","1.8","62.0","0.0","0.0","50.0","0.0"
"Brad Katona","Superman","15","2","0","167.64","61.23","162.56","Orthodox","1991-12-19","4.8","51.0","4.57","50.0","1.0","20.0","50.0","0.0"
"Santo Curatolo","","6","2","0","160.02","56.7","157.48","Southpaw","1995-01-18","1.4","39.0","6.07","34.0","2.0","33.0","100.0","0.0"
"Houston Dorr","","1","2","0","185.42","95.25","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alan Omer","","20","5","0","177.8","65.77","","Orthodox","1988-09-14","3.49","55.0","2.21","64.0","1.69","42.0","66.0","0.0"
"John Reedy","The Wild Child","11","6","0","172.72","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fernando Padilla","El Valiente","15","5","0","185.42","65.77","193.04","Orthodox","1996-12-15","5.51","38.0","5.81","53.0","0.0","0.0","100.0","0.0"
"Brandon Jenkins","The Human Highlight Reel","15","9","0","182.88","70.31","180.34","Switch","1991-09-30","2.93","41.0","8.05","33.0","0.0","0.0","27.0","0.0"
"Muin Gafurov","Tajik","18","6","0","170.18","61.23","172.72","Southpaw","1996-05-17","2.98","41.0","2.95","48.0","2.4","26.0","62.0","0.0"
"Eric Martin","","0","1","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
