sport,event,year,athlete_id,country_id,medal
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,126885,52,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,126885,52,Silver
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,126885,52,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,126885,52,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,126885,52,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,126885,52,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,126997,166,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,126997,166,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,127185,152,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,127185,152,Gold
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,127237,96,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,127237,96,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,127259,152,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,127265,39,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,127265,39,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,127265,39,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,127265,39,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,127321,120,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,127514,198,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,127514,198,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,127594,52,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,127594,52,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,127594,52,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,127594,52,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,127598,52,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,127598,52,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,127598,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,127598,52,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,127598,52,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,127674,92,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,127674,92,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,127709,162,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,127709,162,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,127709,162,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,127754,152,Silver
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,127754,152,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,127754,152,Silver
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,127754,152,Silver
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,128947,11,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,128947,11,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,128956,11,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,128956,11,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,128956,11,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,128956,11,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,129172,34,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,129172,34,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,129172,34,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,129172,34,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,129253,179,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,129253,179,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,129253,179,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,129253,179,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,129302,195,Silver
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,129302,195,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,129619,136,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,129619,136,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,129619,136,Bronze
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,129619,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,129677,71,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,130181,34,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,130181,34,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,130181,34,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,130253,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,130253,92,Bronze
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,130253,92,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,130253,92,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,130253,92,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,130296,179,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,130296,179,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,130296,179,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,130357,178,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,130357,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,130357,178,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,130357,178,Gold
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,130372,178,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,130420,195,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,130959,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,130959,92,Bronze
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,130959,92,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,130959,92,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,130959,92,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,130959,92,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,130960,92,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,130960,92,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,130960,92,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,131090,71,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,131090,71,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,131879,12,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,131879,12,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,131996,40,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,131996,40,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,132080,40,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,132080,40,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,132080,40,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,132203,152,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,132203,152,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,132203,152,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,132638,152,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,132638,152,Silver
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,132773,9,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,133120,94,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,133187,73,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,133187,73,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,133187,73,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,133408,94,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,133440,179,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,133523,34,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,133523,34,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,133712,52,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,133712,52,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,133712,52,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,133812,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,133812,96,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,133812,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,133886,166,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,133886,166,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,133886,166,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,133886,166,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,133887,166,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,133887,166,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,133887,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,134101,193,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,134101,193,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,134101,193,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,134108,108,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,134108,108,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,134154,152,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,134154,152,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,134154,152,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,134154,152,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,134154,152,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,134154,152,Silver
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,134287,71,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,134287,71,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,134287,71,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,134347,179,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,134389,12,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,134389,12,Bronze
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,134591,40,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,134591,40,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,134591,40,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,134591,40,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,134619,40,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,134619,40,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,134885,152,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,134885,152,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,134885,152,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,134885,152,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,135151,29,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,135151,29,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,135293,49,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,135293,49,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,135293,49,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,135293,49,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,135334,49,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,135485,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,135485,152,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,135485,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,135500,102,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,135500,102,
