name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Wings Out,Henrico County,VA,23233,US,"American, Chicken, Wings",TRUE,TRUE,3.3,20
McDonald's,Binghamton,NY,13904,US,"American, Bakery, Breakfast, Burger, Burgers, Cafe, Cheeseburger, Chicken, Coffee, Coffee And Tea, Dinner, Fast Food, Hamburger, Hamburgers, Ice Cream, Kids Menu, Lunch, Sandwiches",FALSE,TRUE,3.9,54
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Mediterranean House Of Kabob,Rockville,MD,20852,US,"Diner, Dinner, Healthy, Lunch Specials, Mediterranean, Middle Eastern, Salads, Vegetarian",TRUE,TRUE,5.0,130
Petro-Canada,London,ON,N5V,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,1
U & Jerk,Washington,DC,20009,US,Caribbean,TRUE,TRUE,2.0,203
Petro-Canada,Spruce Grove,AB,T7X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,5.0,1
Punjabi Dhaba,East Point,GA,30344,US,"Biryani, Chicken, Chicken Tikka Masala, Curry, Dinner, Halal, Indian, Lunch, Rice &Amp; Curry, Vegetarian Friendly",TRUE,TRUE,2.7,166
Sweet Brownie Sandwich,Orlando,FL,32805,US,"Alcohol, American, Burgers, Coffee And Tea, Dessert, Sandwiches",TRUE,TRUE,1.0,1
Byblos,Philadelphia,PA,19103,US,"Arabian, Chicken, Dinner, Free Delivery, Greek Food, Late Night Food, Mediterranean Food, Middle Eastern",FALSE,TRUE,1.5,4
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Nashville Hot Wings,Brooklyn,NY,11222,US,Wings,TRUE,TRUE,3.4,5
280 Marathon,Opelika,AL,36804,US,"Ice Cream, Pizza",FALSE,TRUE,3.6,23
Hot Chx Nashville Hot Chicken,Austin,TX,78751,US,"Chicken, Comfort Food",TRUE,TRUE,2.6,34
Starbucks,Springfield,MA,1105,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, Whole Bean",FALSE,TRUE,4.4,46
Church's Texas Chicken,Memphis,TN,38106,US,"American, Chicken, Dinner, Family Friendly, Family Meals, Fast Food, Fried Chicken, Lunch, Sandwiches, Southern, Wings",TRUE,TRUE,2.3,75
Starbucks,Bradford,ON,L3Z 1X8,CA,"Bakery, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.5,37
Phat Bites2 2730 Lebanon Pike Suite B,Nashville,TN,37214,US,"American, Breakfast, Burger, Burgers, Desserts, Salad, Salads, Sandwiches, Soup, Taco",FALSE,TRUE,5.0,74
9 Queen Chinese Express,Brampton,ON,L6W 2A7,CA,"Alcohol, Alcool, Allergy Friendly, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Beer, Bière, Boissons Alcoolisées, Chicken, Chinese, Chinois, Fall Food Moments, Family Meals, Featured Restos, Food & Drinks, Fringales Nocturnes, Global Diversity Month, Group Friendly, Healthy, International, Late Night Cravings, Liquor, Local Goods, Mois Mondial De La Diversité, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Restos Vedettes, Santé, Saveurs D’Automne",TRUE,TRUE,4.3,201
Petro-Canada,London,ON,N5V,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,1
Petro-Canada,Coquitlam,BC,V3K,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.6,1
Route 66 Pizza,Orting,WA,98360,US,"American, Dessert, Fast Food, Healthy Pizza, Lunch, Pizza, Thin Crust Pizza, Veggie Pizza",TRUE,TRUE,2.0,1
Arepas Caribbean food,Lafayette,CO,80026,US,"Caribbean, Latin American, Sandwiches, Seafood",TRUE,TRUE,1.0,1
Starbucks,Hawthorne,CA,90250,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,20
Eureka Pizza,Fayetteville,AR,72701,US,"Desserts, Pizza, Wings",TRUE,TRUE,4.0,105
Etta's Greeklish Eatery,Windsor,ON,N8S 1M9,CA,"Alcohol, Alcool, Barbecue, Bbq, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Déjeuner Et Brunch, Fall Food Moments, Food & Drinks, Grec, Greek, Hamburgers, Mediterranean, Méditerranéen, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Saveurs D’Automne",TRUE,TRUE,5.0,1
Petro-Canada,Burlington,ON,L7L,CA,"Baby, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.5,1
2 For 1 Pizza House,Edmonton,AB,T6X 2G6,CA,"American, Canadian, Canadien, Indian, Indien, Italian, Italien, Pizza",TRUE,TRUE,4.1,11
Joy Lake FoodMart,Morrow,GA,30260,US,"American, Chicken Wings, Fast Food, Pizza, Wings",TRUE,TRUE,1.0,1
Petro-Canada,Edmonton,AB,T6X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Petro-Canada,St. Albert,AB,T8N,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
Wingmen,Roswell,GA,30075,US,"American, Chicken, Chicken Wings, Classic, Comfort Food, Dinner, Fast Food, Kids Friendly, Lunch, Southern, Wings",TRUE,TRUE,2.4,13
Petro-Canada,Edmonton,AB,T5M,CA,"Ben & Jerry's, Café/Thé, Canadian, Canadien, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",FALSE,TRUE,4.4,1
Papa Johns Pizza,Manhattan,KS,66502,US,"American, Chicken, Comfort Food, Desserts, Family Friendly, Fast Food, Italian, Italian Food, Pizza, Sandwich, Sandwiches, Wings",TRUE,TRUE,2.8,35
Petro-Canada,Edmonton,AB,T6X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Enjoy Cafe 1+1,Richmond,BC,V6X,CA,"Asian, Asian Fusion, Café/Thé, Chicken, Chinese, Chinois, Coffee/Tea, Food & Drinks, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,4.6,123
Petro-Canada,London,ON,N5V,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,1
33 Acres Brewing,Vancouver,BC,V5Y,CA,"Alcohol, Beer, Bière, Boissons Alcoolisées, Canadian, Canadien, Drinks, Fait-Maison, Homemade, Irish, Liquor, Party Essentials, Tout Pour La Fête, Wine",TRUE,TRUE,4.3,1
Ninja Sushi,Honolulu,HI,96819,US,"Coffee And Tea, Dessert, Japanese, Salads, Sushi",TRUE,TRUE,5.0,83
"Abanico Tapas Bar, Restaurant & Music",Greenville,SC,29601,US,"Chicken, Desserts, European, Latin, Mediterranean, Pork, Salad, Seafood, Spanish, Tapas, Tapas/Small Plates, Vegan, Vegetarian",TRUE,TRUE,3.8,33
The Burger Den,West Saint Paul,MN,55118,US,"American, Burgers, Comfort Food, Fast Food, Sandwich, Vegetarian Friendly",TRUE,TRUE,3.5,28
Dairy Queen,Bella Vista,AR,72714,US,"American, Burger, Chicken, Desserts, Fast Food, Hamburgers, Ice Cream, Ice Cream & Frozen Yogurt, Ice Cream &Amp; Frozen Yogurt, Salad, Sandwiches, Shakes",TRUE,TRUE,5.0,147
7 West Cafe,Toronto,ON,M4Y 1R4,CA,"2Pour1, 2pour1, Alcohol, Alcool, Allergy Friendly, Beau, Bon, Local, Beer, Ben & Jerry's, Bière, Bogo, Breakfast, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Chicken, Comfort Food, Corona, Crèmerie, Desserts, Déjeuner Et Brunch, Dîner, Fait-Maison, Family Meals, Food & Drinks, Fringales Nocturnes, Group Friendly, Holiday Offers, Homemade, Ice Cream & Frozen Treats, Italian, Italien, Labatt, Late Night Cravings, Local Goods, Local Legends, Lunch, Légendes Locales, Nourriture Et Boissons, Offers, Offres, Offres Des Fêtes, Pizza, Poulet, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Spirits, Spiritueux, Stella Artois, Vin, Wine",TRUE,TRUE,4.4,354
Ennio's Pasta House,Waterloo,ON,N2J 4G8,CA,"Beau, Bon, Local, Chicken, Comfort Food, Fait-Maison, Fruits De Mer, Group Friendly, Homemade, Italian, Italien, Local Goods, Local Legends, Légendes Locales, Noodle Shop, Nouilles, Pasta, Pizza, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Vegetarian, Végétarien",TRUE,TRUE,4.7,134
Culver's,St. Petersburg,FL,33713,US,"American, Burger, Burgers, Chicken, Comfort Food, Desserts, Fast Food, Ice Cream &Amp; Frozen Yogurt, Kids Friendly, Salad, Sandwich, Sandwiches",FALSE,TRUE,4.7,200
The Codfather Fish N Chips,Las Vegas,NV,89119,US,"Fish &Amp; Seafood, Fried Foods, Seafood",FALSE,TRUE,1.8,12
Planet Smoothie,Orlando,FL,32814,US,"Desserts, Dinner, Healthy, Juice And Smoothies, Lunch Specials, Smoothies, Smoothies And Juices",TRUE,TRUE,3.0,3
Abe & Mary's,Montréal,QC,H3G,CA,"Beau, Bon, Local, Biologique, Breakfast & Brunch, Café/Thé, Coffee/Tea, Dessert, Desserts, Déjeuner Et Brunch, Gluten Free, Gluten Friendly, Healthy, Local Goods, Local Legends, Légendes Locales, Offers, Offres, Organic, Salads, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Sensible Au Gluten, Smoothies, Soup, Soupe, Vegan, Vegetarian, Végétalien, Végétarien",FALSE,TRUE,4.6,27
Petro-Canada,St. Albert,AB,T8N,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
Monza,Blainville,QC,J7C 5L4,CA,"Allergy Friendly, Family Meals, Fruits De Mer, Italian, Italien, Pasta, Pizza, Pâtes, Repas Familial, Salads, Seafood, Vin, Wine",TRUE,TRUE,4.2,34
Krispy Rice,Mesquite,TX,75150,US,"Asian, Bar Food, Japanese, Sushi",FALSE,TRUE,2.4,10
Abe & Mary's,Montréal,QC,H3G,CA,"Beau, Bon, Local, Biologique, Breakfast & Brunch, Café/Thé, Coffee/Tea, Dessert, Desserts, Déjeuner Et Brunch, Gluten Free, Gluten Friendly, Healthy, Local Goods, Local Legends, Légendes Locales, Offers, Offres, Organic, Salads, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Sensible Au Gluten, Smoothies, Soup, Soupe, Vegan, Vegetarian, Végétalien, Végétarien",FALSE,TRUE,4.6,27
Petro-Canada,Burnaby,BC,V5C,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,3.7,1
La Jerezana,Salina,KS,67401,US,"Food Truck, Mexican Food",FALSE,TRUE,4.2,29
Wild Wild Wings,Brookfield,WI,53005,US,"American Food, Burgers, Desserts, Family Meals, Fast Food, Subs & Sandwiches, Wings",TRUE,TRUE,1.9,14
Burger Co.,Tempe,AZ,85281,US,"American, Bad *Ss Burgers, Big Deal Burgers, Burgers, Chicken, Comfort Food, Dessert, Dinner, Drinks & Desserts, Family Meals, Fast Food, Fries, Gastropubs, Hamburgers, Healthy, Keto, Kids Menu, Lunch, Not Burgers, Sandwiches, Sides, Vegetarian",FALSE,TRUE,4.2,21
Petro-Canada,Edmonton,AB,T5Y,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.4,1
Palm Pomme Cafe,Glendale,AZ,85302,US,"Alcohol, American, Coffee And Tea, Healthy, Juice, Salad, Sandwich",TRUE,TRUE,2.4,19
Journeys Bar & Grill,Kaukauna,WI,54130,US,"American, American Food, Burgers, Healthy, Pizza, Sandwiches, Subs & Sandwiches",FALSE,TRUE,1.9,8
Petro-Canada,Burlington,ON,L7L,CA,"Baby, Ben & Jerry's, Convenience, Cool Treats, Drinks, Dépanneur, Everyday Essentials, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nouveau, Offers, Offres, Pepsi, Snacks",TRUE,TRUE,4.7,1
Starbucks,New Albany,IN,47150,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, Whole Bean",FALSE,TRUE,4.2,22
Treme Kitchen,Los Angeles,CA,90004,US,"Alcohol, American, American Breakfast, Appetizers, Asian, Bakery, Bowls, Breakfast, Breakfast & Brunch, Breakfast and Lunch, Cakes, Chicken, Chicken Tenders, Chinese, Dessert, Desserts, Dinner, Dinners, Drinks, Family Meals, Fried Chicken, Gluten Free, Halal, Healthy, Ice Cream, Lunch, Mediterranean, Noodle Dishes, Pancakes, Persian, Pickup, Pizza, Poke, Rice Dishes, Rice-Bowls, Salad, Salads, Sides, Snacks, Soups / Salads, Southern, Sweets, Takeout, Vegan, Vegetarian, Weekend Only, Wings, breakfast",TRUE,TRUE,3.2,10
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Petro-Canada,Leduc,AB,T9E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Taco Bell,Port Wentworth,GA,31407,US,"Breakfast And Brunch, Burritos, Fast Food, Mexican, Tacos",TRUE,TRUE,3.5,46
Petro-Canada,Burnaby,BC,V5C,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,3.7,1
Cosmic Wings,Salisbury,MD,21801,US,"American, Bar Food, Boneless Wings, Cheetos, Chicken, Chicken Wings, Comfort Food, Exclusive To Eats, Family Meals, Fast Food, Fries, Only Available Here, Wings",FALSE,TRUE,3.4,8
Topped Waikiki,Honolulu,HI,96815,US,"Asian, Bbq, Chicken, Korean",TRUE,TRUE,4.7,80
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,18
Aapna Meat Sweets Dosa,Edmonton,AB,T6X 1L1,CA,"Asian, Chicken, Chinese, Chinois, Fait-Maison, Family Meals, Fruits De Mer, Healthy, Homemade, Indian, Indien, International, Noodle Shop, Nouilles, Offers, Offres, Poulet, Santé, Seafood, Vegetarian, Végétarien",TRUE,TRUE,3.6,16
Super Mega Dilla,Tulsa,OK,74145,US,"Burritos, Late Night, Mexican, New American, Tacos, Tex Mex, Tex-Mex",TRUE,TRUE,2.7,37
Lucky Street Thai & Sushi 1400 County Rd 101,Plymouth,MN,55447,US,"Asian, Noodles, Sushi, Thai",TRUE,TRUE,4.9,30
Edison's Lab Restaurant,Fort Myers,FL,33901,US,"American, American (Traditional), New American, Pizza, Salads",TRUE,TRUE,2.9,7
Chuck's Cheesesteaks,Fort Mill,SC,29708,US,"Alcohol, American, Cheesesteaks, Comfort Food, Deli, Fast Food, Healthy, Kids Friendly, Lunch, Sandwich, Sandwiches",TRUE,TRUE,2.3,171
A&w,American Fork,UT,84003,US,"American, Burger, Burgers, Fast Food, Fried Chicken, Milk Shakes, Vegetarian Friendly",TRUE,TRUE,3.7,193
McDonald's ,Colerain,OH,45239,US,"American, Burgers, Fast Food",FALSE,TRUE,2.9,11
Big Deal Burger,New Orleans,LA,70123,US,"American, American (Traditional), Bad *Ss Burgers, Big Deal Burgers, Burgers, Drinks And Desserts, Kids Menu, Not Burgers, Sandwiches, Sides",TRUE,TRUE,1.0,5
Pico Rico,Canyon Country,CA,91387,US,"Bowls, Breakfast, Burritos, Chicken, Dinner, Kids Menu, Latin American, Lunch, Mexican, New Mexican, Salads, Sandwiches, Tacos, Wraps",TRUE,TRUE,4.1,144
A&w,Waterloo,ON,N2J,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Ete2022, Family Meals, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Summer2022, Vegetarian, Végétarien",TRUE,TRUE,4.8,11
