Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1940,9.6,0.27,0.28,2.5,0.0819999999999999,42.0,74.0,0.99814,3.3,0.88,12.1,7
2040,8.7,0.35,0.6,2.6,0.066,24.0,42.0,0.9973,3.27,0.51,11.1,5
334,6.6,0.63,0.01,2.1,0.084,38.0,46.0,0.9959,3.46,0.63,10.9,6
1475,7.6,0.59,0.29,2.8,0.1939999999999999,32.0,48.0,0.99596,3.28,0.49,11.1,5
717,9.3,0.43,0.3,2.6,0.088,34.0,125.0,0.997,3.1,1.17,9.5,5
869,9.0,0.3,0.51,1.8,0.095,6.0,22.0,0.99724,3.18,0.57,9.7,5
1311,7.7,0.67,0.19,2.8,0.083,22.0,54.0,0.99736,3.19,0.68,9.5,3
376,7.3,0.58,0.01,2.2,0.077,35.0,70.0,0.99609,3.32,0.55,9.4,5
393,10.7,0.37,0.41,3.3,0.098,6.0,13.0,0.9998,3.17,0.77,12.4,7
1814,7.6,0.41,0.3,2.3,0.079,33.0,85.0,0.99786,3.42,0.56,9.5,5
36,7.1,0.36,0.3,1.8,0.081,24.0,52.0,0.9978,3.4,0.52,10.3,6
382,8.7,0.21,0.36,1.5,0.074,11.0,18.0,0.99546,3.3,0.57,10.1,7
1680,7.5,0.63,0.0,1.8,0.0579999999999999,5.0,14.0,0.99387,3.38,0.55,11.4,8
249,6.7,0.56,0.0,1.9,0.0819999999999999,9.0,17.0,0.9934,3.56,0.64,12.5,6
2016,8.1,0.64,0.22,1.6,0.1159999999999999,5.0,19.0,0.99828,3.27,0.58,9.7,5
1645,11.9,0.45,0.73,3.3,0.094,14.0,27.0,0.9994,3.18,0.81,10.2,7
559,7.8,0.61,0.21,2.6,0.079,31.0,64.0,0.99712,3.13,0.56,9.8,5
985,9.9,0.31,0.49,6.7,0.098,12.0,23.0,0.9994,3.31,0.87,12.4,7
21,9.7,0.55,0.24,2.4,0.078,25.0,42.0,0.9976,3.12,0.59,9.6,5
297,12.4,0.49,0.49,2.9,0.095,5.0,20.0,0.9994,3.04,0.62,10.9,6
175,8.4,0.49,0.28,1.8,0.091,15.0,64.0,0.997,3.28,0.64,9.7,6
1624,12.8,0.63,0.49,3.6,0.094,6.0,15.0,0.9976,3.14,0.58,10.6,6
531,6.5,0.69,0.0,1.9,0.068,15.0,29.0,0.99498,3.45,0.66,9.5,6
1692,10.2,0.63,0.24,2.4,0.092,23.0,49.0,0.9979,3.07,0.63,9.3,5
1450,8.0,0.46,0.2,1.7,0.067,35.0,60.0,0.99683,3.2,0.6,10.1,5
645,6.8,0.6,0.08,1.4,0.08,17.0,91.0,0.99588,3.53,0.58,10.8,6
1228,9.1,0.31,0.28,3.4,0.077,29.0,88.0,0.99788,3.31,0.62,9.6,5
770,8.9,0.795,0.19,3.3,0.088,10.0,89.0,0.9972,3.36,0.55,9.6,4
1651,6.8,0.32,0.25,1.9,0.0579999999999999,21.0,77.0,0.99499,3.36,0.49,10.1,5
1378,8.8,0.35,0.5,1.7,0.074,5.0,14.0,0.99467,3.35,0.67,12.0,6
1593,6.0,0.51,0.15,2.4,0.066,38.0,51.0,0.99512,3.52,0.93,10.1,5
477,7.0,0.685,0.0,2.4,0.078,25.0,52.0,0.99728,3.5,0.72,9.8,6
484,11.5,0.41,0.65,2.3,0.07,5.0,19.0,0.99572,3.24,0.66,11.2,6
1224,8.2,0.6,0.22,2.0,0.084,17.0,104.0,0.9976,3.28,0.54,9.4,5
551,7.8,0.88,0.03,2.1,0.072,5.0,16.0,0.9967,3.52,0.58,10.7,6
472,7.8,0.64,0.17,2.8,0.062,21.0,75.0,0.99824,3.28,0.61,10.2,5
1291,8.0,0.635,0.1,3.0,0.096,15.0,39.0,0.99656,3.27,0.5,9.4,5
802,6.4,0.58,0.01,2.3,0.076,25.0,47.0,0.99489,3.52,0.71,11.2,4
1200,5.1,0.53,0.04,1.7,0.044,4.0,12.0,0.99385,3.67,0.69,10.1,6
561,6.8,0.735,0.0,2.1,0.084,31.0,53.0,0.9966,3.52,0.54,9.4,5
678,6.3,0.55,0.15,2.8,0.102,13.0,37.0,0.99625,3.51,0.6,10.95,6
72,9.3,0.47,0.37,2.6,0.114,10.0,28.0,0.9982,3.17,0.62,9.5,5
800,6.1,0.64,0.22,2.1,0.084,41.0,55.0,0.99538,3.36,0.57,9.6,5
1832,7.8,0.615,0.07,2.6,0.086,5.0,16.0,0.9964,3.33,0.89,9.8,6
1128,10.9,0.62,0.38,1.8,0.088,52.0,74.0,0.99708,3.15,0.52,9.5,5
1436,8.0,0.655,0.1,2.1,0.073,29.0,46.0,0.99706,3.27,0.55,10.6,6
219,7.0,0.5,0.02,2.3,0.064,32.0,48.0,0.99557,3.35,0.54,10.0,4
743,10.3,0.31,0.44,2.6,0.074,6.0,13.0,0.99546,3.22,0.85,11.5,6
114,6.8,0.34,0.27,1.9,0.095,35.0,152.0,0.99854,3.45,0.92,10.5,6
863,10.3,0.32,0.52,1.8,0.104,19.0,77.0,0.99724,3.33,0.77,10.8,6
951,6.4,0.36,0.25,1.9,0.063,16.0,37.0,0.99439,3.42,0.58,11.0,6
1031,8.0,0.38,0.3,2.0,0.05,5.0,15.0,0.9958,3.3,0.42,10.2,5
735,7.4,0.49,0.32,2.5,0.073,18.0,44.0,0.9956,3.29,0.73,12.7,6
496,7.5,0.58,0.01,1.8,0.077,27.0,90.0,0.99609,3.32,0.52,9.4,4
1870,7.4,0.59,0.05,2.0,0.08,31.0,131.0,0.9966,3.52,0.57,9.8,5
1742,7.0,0.49,0.09,2.1,0.092,12.0,28.0,0.99456,3.39,0.59,12.6,6
12,10.5,0.59,0.24,2.7,0.076,13.0,30.0,0.9981,3.04,0.49,10.0,6
1258,7.7,0.6,0.26,1.9,0.076,31.0,68.0,0.996,3.2,0.53,9.6,5
527,8.4,0.735,0.22,3.0,0.106,16.0,119.0,0.9964,3.26,0.55,9.2,5
1016,11.6,0.38,0.53,2.4,0.092,6.0,16.0,0.99852,3.15,0.72,11.0,7
1251,8.9,0.37,0.45,2.0,0.118,6.0,15.0,0.99738,3.37,0.64,11.0,6
197,7.5,0.37,0.52,2.3,0.066,17.0,42.0,0.9934,3.34,0.79,11.1,5
2037,5.6,0.54,0.19,1.9,0.062,30.0,69.0,0.99344,3.56,0.61,10.3,5
1471,7.9,0.75,0.1,2.9,0.084,15.0,64.0,0.9964,3.16,0.54,9.6,6
878,6.2,0.43,0.3,2.1,0.062,23.0,54.0,0.99484,3.47,0.82,10.0,6
118,12.5,0.42,0.64,2.6,0.089,9.0,18.0,0.99842,3.08,0.69,10.4,6
2012,10.4,0.43,0.24,2.6,0.087,27.0,61.0,0.9988,3.24,0.6,9.2,6
662,8.4,0.28,0.57,2.6,0.093,16.0,112.0,0.99572,3.17,0.68,10.2,6
1486,7.2,0.705,0.13,6.7,0.076,11.0,25.0,0.99538,3.51,0.93,11.4,7
1572,5.3,0.885,0.0,2.1,0.123,13.0,31.0,0.99396,3.56,0.73,11.2,6
1865,6.9,0.69,0.0,2.1,0.034,45.0,87.0,0.99471,3.47,0.65,12.5,6
403,6.9,0.53,0.04,1.9,0.123,6.0,14.0,0.99426,3.37,0.64,10.5,6
778,7.1,0.745,0.12,1.9,0.071,17.0,86.0,0.99419,3.38,0.47,10.5,5
1793,11.9,0.31,0.54,2.5,0.098,5.0,9.0,0.99712,3.26,0.61,10.5,5
1491,8.1,0.47,0.27,2.5,0.074,24.0,33.0,0.99534,3.35,0.85,11.7,7
1721,6.2,0.57,0.02,2.1,0.062,16.0,44.0,0.9958,3.36,0.52,10.1,5
1252,7.9,0.51,0.18,1.5,0.079,3.0,7.0,0.9948,3.4,0.64,10.2,5
1446,9.3,0.43,0.32,2.3,0.08,29.0,66.0,0.99716,3.27,0.71,10.5,7
830,8.1,0.57,0.2,1.9,0.073,25.0,53.0,0.9974,3.1,1.13,9.4,7
622,7.4,0.49,0.26,1.7,0.071,34.0,88.0,0.9972,3.35,0.6,9.5,5
48,5.0,0.62,0.13,1.9,0.093,14.0,42.0,0.99258,3.63,0.56,10.1,6
413,8.4,0.31,0.39,1.6,0.0819999999999999,51.0,70.0,0.99647,3.31,0.77,10.5,6
815,8.3,0.6,0.26,2.4,0.079,24.0,122.0,0.9976,3.26,0.52,9.4,5
363,7.7,0.6,0.01,2.1,0.062,12.0,89.0,0.99718,3.4,0.44,10.6,5
