,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
4653,S ISLAMIC STORE original product - The Holy Quran English with New Edition Urdu Translation & Transliteration in Roman Script with Transliteration & Arabic Text 5 Star Paper Quality (HUDA QURAN),Allah,Religion,Islam,Unknown Binding,₹340.00,4.9,788.0,https://www.amazon.in/ISLAMIC-STORE-English-Translation-Transliteration/dp/B096TK6H4P/ref=zg_bs_g_1318196031_d_sccl_4/000-0000000-0000000?psc=1
4654,You Can Be The Happiest Women In The World (The route to happiness) Latest Edition,Dr.Aid al-Qarni,Religion,Islam,Hardcover,₹120.00,4.5,49.0,https://www.amazon.in/Happiest-Women-World-happiness-Latest/dp/B09DP66YNS/ref=zg_bs_g_1318196031_d_sccl_5/000-0000000-0000000?psc=1
4655,The Sealed Nectar Biography of the Prophet ( Ar-Raheeq Al-Makhtum ) in English Language Indian good printed quality,Sheikh Safi-ur-Rahman al-Mubarkpuri,Religion,Islam,Hardcover,₹239.00,4.8,1440.0,https://www.amazon.in/Biography-Prophet-Ar-Raheeq-Al-Makhtum-Language/dp/B0B6MHCYR7/ref=zg_bs_g_1318196031_d_sccl_6/000-0000000-0000000?psc=1
4656,Five Basic Courses for Qur’anic Arabic in English,Dr. AbdulAzeez AbdulRaheem,Religion,Islam,Textbook Binding,₹498.00,4.8,295.0,https://www.amazon.in/Basic-Courses-Quranic-Arabic-English/dp/B08346KF4V/ref=zg_bs_g_1318196031_d_sccl_7/000-0000000-0000000?psc=1
4657,Great Women of Islam,Mahmood Ahmad Ghadanfar,Religion,Islam,Hardcover,₹136.00,4.7,518.0,https://www.amazon.in/Great-Women-Islam-Mahmood-Ghadanfar/dp/9960897273/ref=zg_bs_g_1318196031_d_sccl_8/000-0000000-0000000?psc=1
4658,The Holy Quran With Colour Coded English Transliteration,Abdullah Yusuf Ali,Religion,Islam,Hardcover,₹598.00,4.8,764.0,https://www.amazon.in/Quran-Colour-Coded-English-Transliteration/dp/B012CCFDD2/ref=zg_bs_g_1318196031_d_sccl_9/000-0000000-0000000?psc=1
4659,Five Basic Courses for Qur’anic Arabic in Urdu,Dr. AbdulAzeez AbdulRaheem,Religion,Islam,Textbook Binding,₹499.00,4.8,364.0,https://www.amazon.in/Five-Basic-Courses-Quranic-Arabic/dp/B0837GXT1M/ref=zg_bs_g_1318196031_d_sccl_10/000-0000000-0000000?psc=1
4660,The Ideal Muslimah: The True Islamic Personality of the Muslim Woman as Defined in the Quran and Sunnah,Muhammad Ali Hashimi,Religion,Islam,Hardcover,₹255.00,4.6,442.0,https://www.amazon.in/Ideal-Muslimah-Islamic-Personality-Qur%C2%92/dp/9960672565/ref=zg_bs_g_1318196031_d_sccl_11/000-0000000-0000000?psc=1
4661,Reclaim Your Heart: Personal Insights on breaking free from life's shackles,Yasmin Mogahed,Religion,Islam,Paperback,₹189.00,4.7,1919.0,https://www.amazon.in/Reclaim-Your-Heart-Personal-Insights/dp/0998537330/ref=zg_bs_g_1318196031_d_sccl_12/000-0000000-0000000?psc=1
4662,The Quran,Wahiduddin Khan,Religion,Islam,Paperback,₹179.00,4.6,588.0,https://www.amazon.in/Quran-Wahiduddin-Khan/dp/8178989980/ref=zg_bs_g_1318196031_d_sccl_13/000-0000000-0000000?psc=1
4663,The Sealed Nectar,Safiur Rahman Al Mubarakpuri,Religion,Islam,Hardcover,₹499.00,4.8,1253.0,https://www.amazon.in/Sealed-Nectar-Biography-Prophet-Colour/dp/6035001106/ref=zg_bs_g_1318196031_d_sccl_14/000-0000000-0000000?psc=1
4664,Kulliyat e John Elia| کلیات جون الیا,John Elia,Religion,Islam,Hardcover,₹235.00,4.7,42.0,https://www.amazon.in/Kulliyat-John-Elia-%DA%A9%D9%84%DB%8C%D8%A7%D8%AA-%D8%A7%D9%84%DB%8C%D8%A7/dp/B08NPMRVRC/ref=zg_bs_g_1318196031_d_sccl_15/000-0000000-0000000?psc=1
4665,S ISLAMIC STORE original product - The Holy Quran English with New Edition Urdu Translation & Transliteration in Roman Script with Transliteration & Arabic Text 5 Star Paper Quality (HUDA QURAN),Maulana Qari,Religion,Islam,Unknown Binding,₹410.00,4.4,12.0,https://www.amazon.in/ISLAMIC-STORE-original-product-Transliteration/dp/B0CHPL928S/ref=zg_bs_g_1318196031_d_sccl_16/000-0000000-0000000?psc=1
4666,The Easy Quran [Arabic Text with English Transliteration and Translation In EASY ENGLISH],Allah,Religion,Islam,Hardcover,₹740.00,4.7,86.0,https://www.amazon.in/Arabic-English-Transliteration-Translation-ENGLISH/dp/B08K1QZB3N/ref=zg_bs_g_1318196031_d_sccl_17/000-0000000-0000000?psc=1
4667,Ayodhya: The Dark Night - The Secret History of Rama's Appearance In Babri Masjid,Krishna Jha,Religion,Islam,Paperback,₹366.00,4.4,183.0,https://www.amazon.in/Ayodhya-Secret-History-Appearance-Masjid/dp/9350291460/ref=zg_bs_g_1318196031_d_sccl_18/000-0000000-0000000?psc=1
4668,"The Power of Du'a: A Practical Guide to Deepen Your Du’a, Transform Your Connection with Allah and Change Your Life",Aliyah Umm Raiyaan,Religion,Islam,Paperback,₹645.00,5.0,20.0,https://www.amazon.in/Power-Dua-Practical-Transform-Connection/dp/1846048184/ref=zg_bs_g_1318196031_d_sccl_19/000-0000000-0000000?psc=1
4669,A Handbook of Spiritual Medicine,Ibn Daud,Religion,Islam,Hardcover,"₹1,199.00",4.8,142.0,https://www.amazon.in/A-Handbook-of-Spiritual-Medicine/dp/1838049207/ref=zg_bs_g_1318196031_d_sccl_20/000-0000000-0000000?psc=1
4670,The Holy Quran (Arabic),Baab as salaam,Religion,Islam,Hardcover,₹249.00,4.5,387.0,https://www.amazon.in/Holy-Quran-Arabic-Baab-salaam/dp/B01M4FLCT0/ref=zg_bs_g_1318196031_d_sccl_21/000-0000000-0000000?psc=1
4671,Quran With Urdu Translation[English Words],Maulana Muhammad Junaagadi,Religion,Islam,Hardcover,₹499.00,4.5,38.0,https://www.amazon.in/Quran-Urdu-Translation-English-Words/dp/B08BKQXZMJ/ref=zg_bs_g_1318196031_d_sccl_22/000-0000000-0000000?psc=1
4672,Aurangzeb (PB): The Man and the Myth,Audrey Truschke,Religion,Islam,Paperback,₹170.00,4.3,1290.0,https://www.amazon.in/Aurangzeb-Man-Myth-Audrey-Truschke/dp/0143442716/ref=zg_bs_g_1318196031_d_sccl_23/000-0000000-0000000?psc=1
4673,Traceable Quran Workbook- Uthmani Naksh Script Juz Amma,Free Minds Club,Religion,Islam,Staple Bound,₹400.00,5.0,1.0,https://www.amazon.in/Traceable-Quran-Workbook-Uthmani-Script/dp/8196261470/ref=zg_bs_g_1318196031_d_sccl_24/000-0000000-0000000?psc=1
4674,The Qur'an,M A S Abdel Haleem,Religion,Islam,Paperback,₹420.00,4.7,6405.0,https://www.amazon.in/Quran-Oxford-Worlds-Classics/dp/0199535957/ref=zg_bs_g_1318196031_d_sccl_25/000-0000000-0000000?psc=1
4675,The Noble Quran Tafseer Ahsanul Kalaam (Al -Qur'anul Kareem) -4 in 1,Dr. Mohammad Mohsin Khan,Religion,Islam,Hardcover,₹739.00,4.6,131.0,https://www.amazon.in/Tafseer-Ahsanul-Kalaam-Quranul-Kareem/dp/B094JT1RDD/ref=zg_bs_g_1318196031_d_sccl_26/000-0000000-0000000?psc=1
4676,Ar Raheequl Makhtoom (The Sealed Nectar) (Urdu in Roman English),Maulana Safiur Rahman Al-Mubarakpuri,Religion,Islam,Hardcover,₹389.00,4.7,119.0,https://www.amazon.in/Raheequl-Makhtoom-Sealed-Nectar-Urdu-English/dp/9380352905/ref=zg_bs_g_1318196031_d_sccl_27/000-0000000-0000000?psc=1
4677,Peer e Kamil | پیر کامل,Umera Ahmad,Religion,Islam,Paperback,₹385.00,4.7,28.0,https://www.amazon.in/Peer-Kamil-%DA%A9%D8%A7%D9%85%D9%84-Umera-Ahmad/dp/B08BYVNDNT/ref=zg_bs_g_1318196031_d_sccl_28/000-0000000-0000000?psc=1
4678,The Final Farewell: Understanding the Last Rites and Rituals of India's Major Faiths,Minakshi Dewan,Religion,Islam,Paperback,₹324.00,4.8,26.0,https://www.amazon.in/Final-Farewell-Understanding-Rituals-Indias/dp/9356994781/ref=zg_bs_g_1318196031_d_sccl_29/000-0000000-0000000?psc=1
4679,Greatest Stories from the Quran,Saniyasnain Khan,Religion,Islam,Hardcover,₹400.00,4.8,490.0,https://www.amazon.in/Greatest-Stories-Quran-Saniyasnain-Khan/dp/8178980975/ref=zg_bs_g_1318196031_d_sccl_30/000-0000000-0000000?psc=1
4680,Don't Be Sad,Aaidh ibn Abdullah al-Qarni,Religion,Islam,Hardcover,₹215.00,4.7,394.0,https://www.amazon.in/Dont-Sad-Aaidh-Abdullah-al-Qarni/dp/603501125X/ref=zg_bs_g_1318196031_d_sccl_1/000-0000000-0000000?psc=1
4681,"Sahih Al-Bukhari (Summarized) (First Edition, 1996/1417H)",Imam Bukhari (R.A),Religion,Islam,Hardcover,₹349.00,4.7,480.0,https://www.amazon.in/Sahih-Al-Bukhari-Summarized-First-1417H/dp/9960740803/ref=zg_bs_g_1318196031_d_sccl_2/000-0000000-0000000?psc=1
4682,Pakistani Panj Surah – The Quranic Wisdom | English,Matiullah Jauhar Khan,Religion,Islam,Hardcover,₹350.00,4.7,81.0,https://www.amazon.in/Pakistani-Panj-Surah-Quranic-English/dp/9386345463/ref=zg_bs_g_1318196031_d_sccl_3/000-0000000-0000000?psc=1
4683,Stories of The Prophets,Al Imam Ibn Kathir,Religion,Islam,Hardcover,₹249.00,4.7,363.0,https://www.amazon.in/Stories-Prophets-Imam-Ibn-Kathir/dp/B00S9CN6GG/ref=zg_bs_g_1318196031_d_sccl_4/000-0000000-0000000?psc=1
4684,Invaders and Infidels (Book 1): From Sindh to Delhi: The 500-Year Journey of Islamic Invasions,Sandeep Balakrishna,Religion,Islam,Paperback,₹389.00,4.7,519.0,https://www.amazon.in/Invaders-Infidels-Book-500-Year-Invasions/dp/9356400644/ref=zg_bs_g_1318196031_d_sccl_5/000-0000000-0000000?psc=1
4685,The Holy Quran In Urdu Translation In Roman Script With Transliteration & Arabic Text Best Quality Roman Quran Urdu Best For People Who cannot read Urdu,Maulana Qari Faheemuddin Ahmed Siddiqui,Religion,Islam,Hardcover,₹359.00,4.7,341.0,https://www.amazon.in/Translation-Script-Transliteration-Arabic-Quality/dp/B09WJX91Y5/ref=zg_bs_g_1318196031_d_sccl_6/000-0000000-0000000?psc=1
4686,HUDA ROMAN QURAN,Qari Faheemuddin Siddiqi,Religion,Islam,Hardcover,₹450.00,4.0,2.0,https://www.amazon.in/HUDA-ROMAN-QURAN-Faheemuddin-Siddiqi/dp/B0C4LSBW81/ref=zg_bs_g_1318196031_d_sccl_7/000-0000000-0000000?psc=1
4687,The Sealed Nectar Premium,Safiur Rahman Mubarakpuri,Religion,Islam,Hardcover,₹479.00,4.8,69.0,https://www.amazon.in/Sealed-Nectar-Premium-Safiur-Mubarakpuri/dp/B095WG5W64/ref=zg_bs_g_1318196031_d_sccl_8/000-0000000-0000000?psc=1
4688,Al-Adab Al-Mufrad English - Manners in Islam - Imam Bukhari,Imam Bukhari,Religion,Islam,Hardcover,₹230.00,4.6,219.0,https://www.amazon.in/Al-Adab-Al-Mufrad-English-Manners-Bukhari/dp/9386345064/ref=zg_bs_g_1318196031_d_sccl_9/000-0000000-0000000?psc=1
4689,"Ayodhya: City of Faith, City of Discord",Valay Singh,Religion,Islam,Kindle Edition,₹558.60,4.2,35.0,https://www.amazon.in/Ayodhya-City-Faith-Discord-ebook/dp/B07KZLVTMR/ref=zg_bs_g_1318196031_d_sccl_10/000-0000000-0000000?psc=1
4690,Holy Quran – Urdu translation in ROMAN Script with Transliteration and Arabic Text by Mufti Taqi Usmani,Mufti Muhammad Taqi Usmani,Religion,Islam,Hardcover,₹550.00,4.8,25.0,https://www.amazon.in/Holy-Quran-translation-Script-Transliteration/dp/8195119050/ref=zg_bs_g_1318196031_d_sccl_11/000-0000000-0000000?psc=1
4691,Qisasul Ambiya Quran-O-Hadees-e-Saheeha Ki Roshni mein Urdu Translation in Roman Script,Imam Abul Fida IBN-E-KASEER AL-DAMSHAQI,Religion,Islam,Hardcover,₹509.10,4.9,35.0,https://www.amazon.in/Qisasul-Ambiya-Hadees-Saheeha-Translation/dp/B09RH3D3D6/ref=zg_bs_g_1318196031_d_sccl_12/000-0000000-0000000?psc=1
4692,Rumi Quotes,Rumi,Religion,Islam,Paperback,₹189.00,4.2,89.0,https://www.amazon.in/Rumi-Quotes/dp/8194299284/ref=zg_bs_g_1318196031_d_sccl_13/000-0000000-0000000?psc=1
4693,LISANUL QURAN | New TWO COLOUR Edition | لسان القرآن (حصہ اول تا چہارم) دو رنگوں میں,Amir Suhail,Religion,Islam,Hardcover,₹499.00,0.0,0.0,https://www.amazon.in/LISANUL-QURAN-COLOUR-%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D9%93%D9%86-%DA%86%DB%81%D8%A7%D8%B1%D9%85/dp/B0CM69ZRD2/ref=zg_bs_g_1318196031_d_sccl_14/000-0000000-0000000?psc=1
4694,Qur'an Sharief Hindi Translation,Mohmmad Farooq Khan,Religion,Islam,Hardcover,₹347.00,4.3,163.0,https://www.amazon.in/Quran-Sharief-Translation-Mohmmad-Farooq/dp/9380352611/ref=zg_bs_g_1318196031_d_sccl_15/000-0000000-0000000?psc=1
4695,The Sealed Nectar (Ar Raheeq Al Makhtum),Safi-ur-Rahman al-Mubarakpuri,Religion,Islam,Hardcover,₹285.00,4.7,44.0,https://www.amazon.in/Sealed-Nectar-Golden-Safi-ur-Rahman-al-Mubarakpuri/dp/6035000819/ref=zg_bs_g_1318196031_d_sccl_16/000-0000000-0000000?psc=1
4696,"Eden: An Indian Exploration Of Jewish, Christian And Islamic Lore",DEVDUTT PATTANAIK,Religion,Islam,Paperback,₹401.00,4.5,192.0,https://www.amazon.in/Eden-Indian-Retelling-Christian-Islamic/dp/0670095400/ref=zg_bs_g_1318196031_d_sccl_17/000-0000000-0000000?psc=1
4697,Tauzeehul Quran (Asaan Tarjuma E Quran) (Urdu Translation in Roman Script with transliteration & Arabic Text) (Moallif Mufti Muhammad Taqi Usmani),Mufti Muhammad Taqi Usmaani,Religion,Islam,Hardcover,₹727.00,4.9,80.0,https://www.amazon.in/Tauzeehul-Tarjuma-Translation-transliteration-Muhammad/dp/9383211024/ref=zg_bs_g_1318196031_d_sccl_18/000-0000000-0000000?psc=1
4698,Quran 30 Para Set (Ap) with Pouch Bag - POCKET SIZE,Allah Subhanahu Wa Ta'ala,Religion,Islam,Paperback,₹230.00,4.5,145.0,https://www.amazon.in/Quran-Para-Set-Pouch-Bag/dp/B07QNQYFKD/ref=zg_bs_g_1318196031_d_sccl_19/000-0000000-0000000?psc=1
4699,The Glorious Quran - English Translation with annotations based on earliest authoritative sources (with Parallel Arabic Text),Zafarul-Islam Khan,Religion,Islam,Hardcover,"₹1,130.00",5.0,3.0,https://www.amazon.in/Glorious-Quran-Translation-annotations-authoritative/dp/8172211341/ref=zg_bs_g_1318196031_d_sccl_20/000-0000000-0000000?psc=1
4700,Bahubali: 63 Insights into Jainism,Devdutt Pattanaik,Religion,Jainism,Hardcover,₹334.00,4.7,52.0,https://www.amazon.in/Bahubali-63-Insights-into-Jainism/dp/9356993459/ref=zg_bs_g_1318197031_d_sccl_1/000-0000000-0000000?psc=1
4701,INDIAN PHILOSOPHY VOLUME 1 SECOND EDITION (OIP),S. Radhakrishnan,Religion,Jainism,Paperback,₹446.00,4.6,319.0,https://www.amazon.in/INDIAN-PHILOSOPHY-1-SECOND-OIP/dp/019569841X/ref=zg_bs_g_1318197031_d_sccl_2/000-0000000-0000000?psc=1
4702,சமணம்: ஓர் எளிய அறிமுகம் (Tamil Edition),பா. ராகவன் Pa Raghavan,Religion,Jainism,Kindle Edition,₹75.00,4.1,101.0,https://www.amazon.in/%E0%AE%9A%E0%AE%AE%E0%AE%A3%E0%AE%AE%E0%AF%8D-%E0%AE%93%E0%AE%B0%E0%AF%8D-%E0%AE%8E%E0%AE%B3%E0%AE%BF%E0%AE%AF-%E0%AE%85%E0%AE%B1%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95%E0%AE%AE%E0%AF%8D-Tamil-ebook/dp/B08F4DP7VV/ref=zg_bs_g_1318197031_d_sccl_3/000-0000000-0000000?psc=1
4703,"Third Eye: Third Eye Activation Mastery, Easy And Simple Guide To Activating Your Third Eye Within 24 Hours (Third Eye Awakening, Pineal Gland Activation, Opening the Third Eye)",Alicia Stevens,Religion,Jainism,Kindle Edition,₹116.82,4.0,39.0,https://www.amazon.in/Third-Eye-Activation-Activating-Awakening-ebook/dp/B00UJXZ0B2/ref=zg_bs_g_1318197031_d_sccl_4/000-0000000-0000000?psc=1
4704,Poojan Paath Pradeep Jinvani Sangrah,Poojan Paath Pradeep,Religion,Jainism,Paperback,₹270.00,4.5,42.0,https://www.amazon.in/Poojan-Paath-Pradeep-Jinvani-Sangrah/dp/819361741X/ref=zg_bs_g_1318197031_d_sccl_5/000-0000000-0000000?psc=1
4705,"CHAKRAS: Mudras for Balancing and Awakening Chakras: The Powerful Personalised Meditation Guide, Cleanse And Activate Your 7 Chakras, Feel Energised And ... Mudras, Enlightenment, Spirituality)",Hannah O. White,Religion,Jainism,Kindle Edition,₹77.88,3.8,24.0,https://www.amazon.in/CHAKRAS-Personalised-Meditation-Enlightenment-Spirituality-ebook/dp/B01AF9C9RM/ref=zg_bs_g_1318197031_d_sccl_6/000-0000000-0000000?psc=1
4706,Bahubali: 63 Insights into Jainism,Devdutt Pattanaik,Religion,Jainism,Kindle Edition,₹279.30,4.7,52.0,https://www.amazon.in/Bahubali-63-Insights-into-Jainism-ebook/dp/B0CCZL63D3/ref=zg_bs_g_1318197031_d_sccl_7/000-0000000-0000000?psc=1
4707,Jainism (Read & Shine),Team Pegasus,Religion,Jainism,Paperback,₹90.00,4.0,63.0,https://www.amazon.in/Jainism-Read-Shine-Pegasus-Team/dp/8131940918/ref=zg_bs_g_1318197031_d_sccl_8/000-0000000-0000000?psc=1
4708,Kalpa Sutra of Bhadrabahu Svami (Lala S.L. Jain),K.C. Lalwani,Religion,Jainism,Hardcover,₹340.00,4.2,10.0,https://www.amazon.in/Kalpa-Sutra-Bhadrabahu-Svami-LalaL/dp/8120808568/ref=zg_bs_g_1318197031_d_sccl_9/000-0000000-0000000?psc=1
4709,Jainism for Children: The 24 Founders,Nish Shah,Religion,Jainism,Kindle Edition,₹400.00,4.5,25.0,https://www.amazon.in/Jainism-Children-Founders-Nish-Shah-ebook/dp/B08NWK2BKM/ref=zg_bs_g_1318197031_d_sccl_10/000-0000000-0000000?psc=1
4710,Jain Dharma Aur Darshan,Kamala Pant,Religion,Jainism,Paperback,₹369.00,4.0,2.0,https://www.amazon.in/Jain-Dharma-Darshan-Kamala-Pant/dp/1943851360/ref=zg_bs_g_1318197031_d_sccl_11/000-0000000-0000000?psc=1
4711,History and Doctrines of the Ajivikas: A Vanished Indian Religion,A.L. Basham,Religion,Jainism,Hardcover,₹892.00,4.6,19.0,https://www.amazon.in/History-Doctrines-Ajivikas-Vanished-Religion/dp/8120812042/ref=zg_bs_g_1318197031_d_sccl_12/000-0000000-0000000?psc=1
4712,Atmasiddhi Shastra: Six Spiritual Truths of the Soul (Concise & Complete Commentary),Pujya Gurudevshri Rakeshji,Religion,Jainism,Hardcover,₹335.00,4.7,422.0,https://www.amazon.in/Atmasiddhi-Shastra-Spiritual-Complete-Commentary/dp/9354894038/ref=zg_bs_g_1318197031_d_sccl_13/000-0000000-0000000?psc=1
4713,Awaken Your Mind,Acharya Mahapragya,Religion,Jainism,Kindle Edition,₹225.00,4.0,2.0,https://www.amazon.in/Awaken-Your-Mind-Acharya-Mahapragya-ebook/dp/B092P45C3W/ref=zg_bs_g_1318197031_d_sccl_14/000-0000000-0000000?psc=1
4714,English Pratikraman (Jaina Education Series),Pravin K. Shah,Religion,Jainism,Kindle Edition,₹65.01,4.0,6.0,https://www.amazon.in/English-Pratikraman-Jaina-Education-Book-ebook/dp/B0079L180O/ref=zg_bs_g_1318197031_d_sccl_15/000-0000000-0000000?psc=1
4715,Kindness with Mahavira (Learning to Be),Chitwan Mittal,Religion,Jainism,Board book,₹340.00,4.9,19.0,https://www.amazon.in/Kindness-Mahavira-Chitwan-Mittal/dp/8195388655/ref=zg_bs_g_1318197031_d_sccl_16/000-0000000-0000000?psc=1
4716,The Peaceful Liberators: Jain Art from India,Pratapaditya Pal,Religion,Jainism,Paperback,"₹1,425.00",4.6,5.0,https://www.amazon.in/Peaceful-Liberators-Jain-Art-India/dp/0500278709/ref=zg_bs_g_1318197031_d_sccl_17/000-0000000-0000000?psc=1
4717,Jain Dharma Ki Kahaniyan,Dhruva Kumar,Religion,Jainism,Hardcover,₹208.00,4.3,43.0,https://www.amazon.in/Jain-Dharma-Kahaniyan-Dhruva-Kumar/dp/9380186096/ref=zg_bs_g_1318197031_d_sccl_18/000-0000000-0000000?psc=1
4718,Gems of Jaina Wisdom Volume 1 Syadvad Siddhi,Ashok Sahajanand,Religion,Jainism,Hardcover,₹300.00,0.0,0.0,https://www.amazon.in/Gems-Jaina-Wisdom-Syadvad-Siddhi/dp/B09GKD43W8/ref=zg_bs_g_1318197031_d_sccl_19/000-0000000-0000000?psc=1
4719,"THE JAINS: Jainists history, lifestyle, philosophy and Religion simplified",Ji Sung,Religion,Jainism,Kindle Edition,₹329.00,4.0,2.0,https://www.amazon.in/JAINS-Jainism-philosophy-Religion-simplified-ebook/dp/B0B75VWW43/ref=zg_bs_g_1318197031_d_sccl_20/000-0000000-0000000?psc=1
4720,"Daily Yoga: Simple Asanas, Mudras, Pranayama for Relaxation",Kaira Pal,Religion,Jainism,Kindle Edition,₹75.52,4.3,12.0,https://www.amazon.in/Daily-Yoga-Simple-Pranayama-Relaxation-ebook/dp/B01DK0QAOQ/ref=zg_bs_g_1318197031_d_sccl_21/000-0000000-0000000?psc=1
4721,जैन मन्त्रों से ग्रहों की महादशा के उपाय: ज्योतिष दर्शन श्रंखला (Hindi Edition),सिद्धार्थ जगन्नाथ जोशी,Religion,Jainism,Kindle Edition,₹51.00,3.5,14.0,https://www.amazon.in/%E0%A4%9C%E0%A5%88%E0%A4%A8-%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%82-%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A5%8B%E0%A4%82-%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A4%B6%E0%A4%BE-%E0%A4%89%E0%A4%AA%E0%A4%BE%E0%A4%AF-ebook/dp/B08X2PS3X9/ref=zg_bs_g_1318197031_d_sccl_22/000-0000000-0000000?psc=1
4722,Jainism Scientifically,Trilok Jain,Religion,Jainism,Kindle Edition,₹64.00,4.0,70.0,https://www.amazon.in/Jainism-Scientifically-Trilok-Jain-ebook/dp/B019TEXSI8/ref=zg_bs_g_1318197031_d_sccl_23/000-0000000-0000000?psc=1
4723,The Jain Path: Ancient Wisdom for an Age of Anxiety,Aidan Rankin,Religion,Jainism,Paperback,₹179.00,4.5,20.0,https://www.amazon.in/Jain-Path-Ancient-Wisdom-Anxiety/dp/817822304X/ref=zg_bs_g_1318197031_d_sccl_24/000-0000000-0000000?psc=1
4724,Yoga Mythology: 64 Asanas and Their Stories,Devdutt Pattanaik,Religion,Jainism,Hardcover,₹340.00,4.5,312.0,https://www.amazon.in/Yoga-Mythology-Asanas-Their-Stories/dp/9353570840/ref=zg_bs_g_1318197031_d_sccl_25/000-0000000-0000000?psc=1
4725,Atmasiddhi Shastra: Six Spiritual Truths of the Soul (Concise & Complete Commentary),Pujya Gurudevshri Rakeshji,Religion,Jainism,Kindle Edition,₹280.00,4.7,422.0,https://www.amazon.in/Atmasiddhi-Shastra-Spiritual-Complete-Commentary-ebook/dp/B09FN8Q697/ref=zg_bs_g_1318197031_d_sccl_26/000-0000000-0000000?psc=1
4726,Philosophies of India: Hinduism and Jainism: Between Myths and Mantras: A Journey Through the Ancient Philosophies of India,Robbie Harrington,Religion,Jainism,Kindle Edition,₹99.00,0.0,0.0,https://www.amazon.in/Philosophies-India-Hinduism-Jainism-Between-ebook/dp/B0CSX2NXWN/ref=zg_bs_g_1318197031_d_sccl_27/000-0000000-0000000?psc=1
4727,Diet for Health and Spirituality,Acharya Mahapragya,Religion,Jainism,Kindle Edition,₹225.00,5.0,3.0,https://www.amazon.in/Diet-Health-Spirituality-Acharya-Mahapragya-ebook/dp/B092M4VR1S/ref=zg_bs_g_1318197031_d_sccl_28/000-0000000-0000000?psc=1
4728,Jain Dharam Sanskar Book-1,Oswaal Editorial Board,Religion,Jainism,Paperback,₹100.00,5.0,5.0,https://www.amazon.in/Dharam-Sanskar-Book-1-Oswaal-Editorial/dp/9355957793/ref=zg_bs_g_1318197031_d_sccl_29/000-0000000-0000000?psc=1
4729,"Astrology and Crystals: The Healing Power of Crystals and Stones (Celestial Trilogy: Numerology, Astrology and Crystals)",Lilli Abbott,Religion,Jainism,Kindle Edition,₹414.00,5.0,6.0,https://www.amazon.in/Astrology-Crystals-Healing-Celestial-Numerology-ebook/dp/B0CRZDL2VQ/ref=zg_bs_g_1318197031_d_sccl_30/000-0000000-0000000?psc=1
4730,"Classical Indian Ethical Thought: A Philosophical Study Of Hindu, Jaina And Bauddha Morals",Kedar Nath Tiwari,Religion,Jainism,Paperback,₹199.00,4.3,22.0,https://www.amazon.in/Classical-Indian-Ethical-Thought-Philosophical/dp/8120816080/ref=zg_bs_g_1318197031_d_sccl_1/000-0000000-0000000?psc=1
